invoice_id,client_id,start_date,subtotal,tax,total,shipment_type
INV-JTT9HGE,C86178,2025-05-22,15535.31,776.77,16312.08,EXPRESS
INV-JTX4APP,C43677,2025-01-17,4118.72,0.0,4118.72,GROUND
INV-JTYO51L,C15499,2025-04-19,4756.99,475.7,5232.69,GROUND
INV-JU0JQ3N,C81739,2025-12-16,9484.66,0.0,9484.66,EXPRESS
INV-JUMUNDK,C72495,2025-04-30,4567.17,0.0,4567.17,GROUND
INV-JUO2R27,C86178,2024-03-14,3838.75,383.88,4222.63,GROUND
INV-JUODG6B,C14637,2024-11-20,1680.69,84.03,1764.72,GROUND
INV-JUQDA87,C63250,2025-05-30,4899.59,0.0,4899.59,2DAY
INV-JUR2C7K,C11386,2024-01-19,4333.0,346.64,4679.64,GROUND
INV-JUZ64P5,C82971,2024-08-07,2432.86,194.63,2627.49,GROUND
INV-JV3BPX3,C97785,2024-09-23,14863.18,1486.32,16349.5,EXPRESS
INV-JV6UCEN,C15499,2024-09-30,10272.03,0.0,10272.03,EXPRESS
INV-JV87FNK,C20405,2024-12-29,2176.67,0.0,2176.67,GROUND
INV-JV9TCTM,C29210,2025-01-12,3850.08,385.01,4235.09,GROUND
INV-JVDG45L,C83350,2025-06-20,16085.49,1608.55,17694.04,EXPRESS
INV-JVH18K7,C11386,2024-06-15,4307.86,0.0,4307.86,GROUND
INV-JVJNZCG,C28306,2025-07-10,21640.99,1082.05,22723.04,FREIGHT
INV-JVO10PQ,C51553,2024-05-04,38978.02,0.0,38978.02,FREIGHT
INV-JVS7JXM,C17754,2024-03-12,3715.39,371.54,4086.93,GROUND
INV-JVSDLX4,C51553,2025-12-22,2616.01,209.28,2825.29,2DAY
INV-JVSVY9P,C03366,2025-08-29,4955.84,247.79,5203.63,GROUND
INV-JWA3I7H,C49018,2024-08-28,2854.56,228.36,3082.92,GROUND
INV-JWBZ81E,C77726,2025-09-21,12987.92,649.4,13637.32,EXPRESS
INV-JWEJ7FK,C56067,2024-03-10,8720.3,0.0,8720.3,2DAY
INV-JWHQ80E,C60889,2024-11-16,2436.44,194.92,2631.36,2DAY
INV-JWJAKCR,C14637,2024-08-15,21074.18,0.0,21074.18,FREIGHT
INV-JWJVJS8,C94736,2024-10-01,1908.15,190.82,2098.97,GROUND
INV-JWL95UF,C22659,2024-11-30,2651.22,265.12,2916.34,2DAY
INV-JWLSODB,C94929,2025-02-24,14320.92,0.0,14320.92,FREIGHT
INV-JWPJYWX,C25055,2024-01-31,1678.96,0.0,1678.96,GROUND
INV-JWQBBUZ,C14175,2025-05-06,5284.64,0.0,5284.64,EXPRESS
INV-JWSTNJK,C20405,2024-01-05,15632.13,1250.57,16882.7,EXPRESS
INV-JWTA5KQ,C93089,2024-11-29,4770.09,0.0,4770.09,2DAY
INV-JWU0DJP,C11386,2024-05-19,14897.94,0.0,14897.94,EXPRESS
INV-JWU7W4Y,C17172,2024-07-16,4102.74,410.27,4513.01,GROUND
INV-JWWAN6B,C11386,2024-07-05,1477.81,73.89,1551.7,GROUND
INV-JX5DKIC,C49018,2025-09-27,19134.81,1913.48,21048.29,EXPRESS
INV-JXL4HZU,C78191,2025-10-26,2648.73,0.0,2648.73,GROUND
INV-JXMWZID,C82971,2024-07-09,5922.01,592.2,6514.21,EXPRESS
INV-JXTLNMV,C16180,2024-10-06,3598.5,0.0,3598.5,2DAY
INV-JXV4UIE,C99892,2025-01-12,8845.38,707.63,9553.01,EXPRESS
INV-JY7WM2I,C87356,2024-08-23,2715.14,135.76,2850.9,GROUND
INV-JY8E1UN,C98399,2024-06-06,3960.83,396.08,4356.91,2DAY
INV-JYCQH3G,C86178,2024-11-20,15620.61,0.0,15620.61,EXPRESS
INV-JYY7L9Q,C28306,2024-05-06,4969.2,496.92,5466.12,GROUND
INV-JYZ5IC9,C77726,2025-02-26,3117.47,155.87,3273.34,GROUND
INV-JZ2LMP9,C70464,2025-05-04,4415.27,0.0,4415.27,GROUND
INV-JZCPYQE,C34523,2024-06-11,2122.12,212.21,2334.33,GROUND
INV-JZEBM65,C03366,2024-05-23,18526.74,1852.67,20379.41,EXPRESS
INV-JZLOA4Y,C24911,2024-11-18,17604.13,0.0,17604.13,EXPRESS
INV-JZMYMKF,C35443,2025-09-17,14830.27,741.51,15571.78,EXPRESS
INV-JZTLIQB,C16180,2024-07-06,1717.17,171.72,1888.89,GROUND
INV-JZX4ZJG,C35443,2025-06-15,4318.64,215.93,4534.57,GROUND
INV-K08FPR6,C17172,2024-07-29,2553.6,127.68,2681.28,GROUND
INV-K09S62M,C09581,2025-11-06,1344.52,107.56,1452.08,GROUND
INV-K0G47HQ,C35443,2025-02-16,3008.95,0.0,3008.95,GROUND
INV-K0G75K0,C08929,2024-06-12,17413.23,1393.06,18806.29,EXPRESS
INV-K0G9XMS,C14175,2024-09-08,13067.27,1045.38,14112.65,FREIGHT
INV-K0GZSPO,C14637,2024-08-02,7146.19,571.7,7717.89,EXPRESS
INV-K0IXS3P,C83350,2025-07-12,3994.06,319.52,4313.58,GROUND
INV-K0MBSFD,C94929,2024-02-18,40390.24,4039.02,44429.26,FREIGHT
INV-K0P73CM,C47375,2025-11-17,8343.5,0.0,8343.5,2DAY
INV-K0U2JT4,C15499,2025-05-22,4849.11,387.93,5237.04,GROUND
INV-K0VF98F,C77577,2025-08-09,2241.7,224.17,2465.87,GROUND
INV-K0VG20W,C02145,2024-02-26,8724.65,0.0,8724.65,EXPRESS
INV-K11KSJJ,C99808,2024-11-06,4224.66,337.97,4562.63,GROUND
INV-K11QKGY,C47375,2024-10-11,8522.66,681.81,9204.47,2DAY
INV-K13ABDZ,C20405,2025-01-12,7978.56,0.0,7978.56,EXPRESS
INV-K13XKEY,C80551,2024-06-19,19011.97,1901.2,20913.17,EXPRESS
INV-K189JGF,C47375,2024-04-24,4109.18,328.73,4437.91,2DAY
INV-K1AI9P9,C15978,2025-01-15,4642.72,232.14,4874.86,GROUND
INV-K1F7KWH,C56067,2025-07-30,3097.48,247.8,3345.28,GROUND
INV-K1KDCVQ,C81739,2025-12-29,1858.17,148.65,2006.82,GROUND
INV-K1XMT2F,C78191,2025-02-17,4650.82,465.08,5115.9,GROUND
INV-K25RB9L,C08929,2024-08-31,2282.43,114.12,2396.55,GROUND
INV-K2K0DXN,C80551,2024-01-07,3825.59,0.0,3825.59,2DAY
INV-K2M0H3P,C77577,2025-04-05,1423.06,142.31,1565.37,GROUND
INV-K2M0LJJ,C94929,2024-01-28,3360.4,168.02,3528.42,GROUND
INV-K331L7H,C83350,2024-05-07,1493.21,119.46,1612.67,GROUND
INV-K36F3A7,C35443,2024-01-25,6027.35,301.37,6328.72,2DAY
INV-K391VKB,C21531,2025-08-06,13088.87,654.44,13743.31,EXPRESS
INV-K39HMD7,C24911,2024-11-12,17079.81,853.99,17933.8,EXPRESS
INV-K3CMEN5,C94929,2024-03-05,1792.31,89.62,1881.93,GROUND
INV-K3DV4P8,C78191,2025-05-31,4521.67,452.17,4973.84,2DAY
INV-K3FMH6C,C17754,2025-07-23,16317.7,0.0,16317.7,FREIGHT
INV-K3J9I0V,C16655,2025-06-26,3554.42,355.44,3909.86,GROUND
INV-K3LBYBI,C03366,2024-03-27,36766.43,2941.31,39707.74,FREIGHT
INV-K3O6MXN,C22659,2025-11-01,3696.03,369.6,4065.63,2DAY
INV-K3OQ6S8,C60889,2024-01-05,6330.57,633.06,6963.63,2DAY
INV-K3Z2KO4,C56067,2024-12-31,2688.34,0.0,2688.34,GROUND
INV-K47V5JF,C08929,2025-07-09,10014.31,801.14,10815.45,FREIGHT
INV-K49SV0O,C63250,2025-10-02,2762.02,138.1,2900.12,GROUND
INV-K4ASNPZ,C72495,2025-10-01,3332.4,333.24,3665.64,GROUND
INV-K4D1QGZ,C22659,2025-09-15,3741.89,187.09,3928.98,GROUND
INV-K4GAPD0,C91097,2025-04-07,14498.67,1449.87,15948.54,EXPRESS
INV-K4MDRJI,C02145,2024-07-02,1290.23,64.51,1354.74,GROUND
INV-K4PU7A3,C83350,2024-04-27,1165.04,58.25,1223.29,GROUND
INV-K4WJ72F,C02145,2025-07-22,16808.47,0.0,16808.47,EXPRESS
INV-K4YQE25,C91097,2024-07-14,17577.69,0.0,17577.69,EXPRESS
INV-K5471RT,C77726,2025-07-13,3020.24,0.0,3020.24,GROUND
INV-K569X83,C17754,2025-01-25,1829.26,91.46,1920.72,GROUND
INV-K579ZF8,C17172,2024-09-30,1286.99,102.96,1389.95,GROUND
INV-K58G12Y,C73720,2025-10-01,4694.75,375.58,5070.33,GROUND
INV-K5AYR8J,C86178,2024-07-29,1008.13,50.41,1058.54,GROUND
INV-K5RA86M,C22659,2025-11-22,8924.14,446.21,9370.35,EXPRESS
INV-K5SUDK1,C87356,2024-09-29,4846.68,242.33,5089.01,GROUND
INV-K5T6BUX,C11386,2025-08-03,9801.67,490.08,10291.75,2DAY
INV-K5T8SLB,C16655,2025-09-23,18846.08,942.3,19788.38,EXPRESS
INV-K5TWW6Y,C57382,2025-02-05,3645.13,291.61,3936.74,GROUND
INV-K5U9Q3D,C15978,2024-03-11,2795.32,139.77,2935.09,GROUND
INV-K61EZH5,C83350,2025-10-10,13944.68,697.23,14641.91,FREIGHT
INV-K61KFVG,C78191,2025-11-06,1274.11,101.93,1376.04,GROUND
INV-K63Z5B7,C14637,2025-10-14,4861.86,388.95,5250.81,GROUND
INV-K66YU66,C63250,2024-09-10,3392.01,169.6,3561.61,GROUND
INV-K68RLCV,C63250,2024-09-06,4707.59,235.38,4942.97,2DAY
INV-K6C8FOI,C56067,2025-02-28,3186.58,0.0,3186.58,2DAY
INV-K6EPIAM,C83350,2025-11-05,3739.08,186.95,3926.03,GROUND
INV-K6IWTHN,C08929,2024-03-10,19667.93,983.4,20651.33,EXPRESS
INV-K6MFCTT,C02145,2025-09-25,16892.17,0.0,16892.17,EXPRESS
INV-K6O2Y07,C77726,2024-06-09,2273.67,227.37,2501.04,GROUND
INV-K6ROQIA,C93089,2025-07-26,4310.03,0.0,4310.03,2DAY
INV-K6TAAYI,C21531,2025-10-29,4372.64,349.81,4722.45,GROUND
INV-K6XHMFH,C77726,2024-09-04,4886.68,244.33,5131.01,2DAY
INV-K6Z9224,C98672,2024-06-14,4957.59,0.0,4957.59,2DAY
INV-K74Q4QK,C28306,2024-07-09,4741.68,474.17,5215.85,GROUND
INV-K79REAI,C34523,2025-10-07,11779.38,1177.94,12957.32,EXPRESS
INV-K7ANR1L,C25055,2024-06-14,4485.71,224.29,4710.0,GROUND
INV-K7AUX74,C93089,2024-04-12,17318.05,865.9,18183.95,EXPRESS
INV-K7CRRV5,C78191,2024-01-29,1685.35,168.53,1853.88,GROUND
INV-K7D607Z,C15499,2025-05-17,3746.36,299.71,4046.07,2DAY
INV-K7D6T47,C21531,2024-02-21,1375.64,137.56,1513.2,GROUND
INV-K7F1YY4,C64279,2024-01-24,9117.19,729.38,9846.57,2DAY
INV-K7K1I22,C15978,2025-02-10,1865.99,0.0,1865.99,GROUND
INV-K7KGZVF,C99808,2024-11-14,3524.28,281.94,3806.22,2DAY
INV-K7LU9OF,C11386,2024-09-10,3367.06,269.36,3636.42,GROUND
INV-K7R0K2M,C70464,2025-07-30,3314.86,165.74,3480.6,GROUND
INV-K7RJ8ZE,C03366,2024-08-03,35699.66,1784.98,37484.64,FREIGHT
INV-K7S3HRP,C86029,2025-11-30,14343.82,1147.51,15491.33,EXPRESS
INV-K7VPCYY,C70464,2025-12-07,4642.65,371.41,5014.06,GROUND
INV-K80JU03,C63096,2025-05-23,3133.29,156.66,3289.95,GROUND
INV-K84IGZW,C77577,2024-06-19,13094.7,1047.58,14142.28,FREIGHT
INV-K86HYPK,C24911,2025-04-01,4151.44,415.14,4566.58,GROUND
INV-K89E4SH,C25055,2025-09-24,5651.03,0.0,5651.03,EXPRESS
INV-K8KA6H1,C57382,2024-03-20,4438.68,443.87,4882.55,GROUND
INV-K8KQAHM,C84879,2025-12-18,7079.75,707.98,7787.73,EXPRESS
INV-K8RPUG1,C17754,2025-01-10,14820.37,0.0,14820.37,EXPRESS
INV-K92DM8U,C60889,2025-03-20,2401.45,240.14,2641.59,GROUND
INV-K92VO7K,C78191,2025-05-22,4961.1,396.89,5357.99,GROUND
INV-K934044,C63250,2024-04-03,1599.11,127.93,1727.04,GROUND
INV-K98G90B,C57382,2024-06-19,2659.26,132.96,2792.22,GROUND
INV-K9OYE8G,C20405,2025-10-13,11445.12,0.0,11445.12,FREIGHT
INV-K9PLPY1,C16180,2025-06-09,4906.07,0.0,4906.07,GROUND
INV-K9RS79Z,C22659,2025-08-05,6588.65,0.0,6588.65,EXPRESS
INV-K9SC1YI,C92842,2025-12-28,3315.66,331.57,3647.23,GROUND
INV-KA1CNLY,C94736,2024-07-29,3187.08,0.0,3187.08,2DAY
INV-KA1LTY9,C63250,2025-07-19,3482.37,174.12,3656.49,2DAY
INV-KA2YN3R,C57382,2024-08-11,37227.39,3722.74,40950.13,FREIGHT
INV-KA6LPYA,C83948,2024-04-05,1413.58,113.09,1526.67,GROUND
INV-KA73TRR,C98672,2025-04-23,2009.33,0.0,2009.33,GROUND
INV-KAEJQTM,C10456,2024-12-25,3486.4,348.64,3835.04,2DAY
INV-KAFCV9P,C21531,2025-12-28,3347.19,0.0,3347.19,GROUND
INV-KANMREM,C14175,2025-11-07,4638.29,0.0,4638.29,GROUND
INV-KAR8W0T,C72495,2025-03-29,2189.4,218.94,2408.34,2DAY
INV-KARL25S,C63250,2025-08-14,19611.72,980.59,20592.31,EXPRESS
INV-KAUU8SZ,C14175,2025-04-14,3085.88,308.59,3394.47,GROUND
INV-KAX3WJB,C91097,2025-07-10,3067.25,245.38,3312.63,GROUND
INV-KAXYDD1,C92842,2025-12-12,8079.8,807.98,8887.78,EXPRESS
INV-KAYNMER,C34523,2024-03-03,3432.95,171.65,3604.6,GROUND
INV-KB3R7LA,C11386,2025-01-10,17041.51,852.08,17893.59,EXPRESS
INV-KB8IPEV,C17172,2025-06-06,2011.07,0.0,2011.07,GROUND
INV-KBAUL39,C91097,2025-02-25,3200.93,320.09,3521.02,GROUND
INV-KBIZD9J,C98672,2025-01-07,31759.94,0.0,31759.94,FREIGHT
INV-KBM0FWJ,C81739,2024-07-09,4225.13,0.0,4225.13,GROUND
INV-KBN19UQ,C83350,2025-02-22,19318.98,0.0,19318.98,EXPRESS
INV-KBRIYVJ,C03366,2025-02-15,9310.14,465.51,9775.65,EXPRESS
INV-KC3T5C6,C20405,2025-05-23,6124.14,612.41,6736.55,2DAY
INV-KC7XQBK,C17172,2025-07-10,3713.6,0.0,3713.6,GROUND
INV-KCBYF99,C43677,2025-11-25,9307.06,744.56,10051.62,2DAY
INV-KCC74IF,C99892,2024-03-08,1487.56,148.76,1636.32,GROUND
INV-KCD7Z01,C24911,2024-04-19,4374.71,0.0,4374.71,GROUND
INV-KCDDUY9,C91097,2025-08-23,2062.91,0.0,2062.91,2DAY
INV-KCGDWVD,C24911,2024-09-05,1275.0,63.75,1338.75,GROUND
INV-KCL0F5C,C70464,2024-04-22,6994.09,559.53,7553.62,2DAY
INV-KCOP2EM,C35443,2025-11-22,9242.71,739.42,9982.13,2DAY
INV-KCPE7I6,C82971,2024-12-03,1409.03,112.72,1521.75,GROUND
INV-KCUS4G6,C16655,2025-11-11,2154.06,0.0,2154.06,GROUND
INV-KCWHV0O,C35443,2024-01-03,34086.98,1704.35,35791.33,FREIGHT
INV-KCY0DXJ,C64279,2024-02-29,5233.96,418.72,5652.68,2DAY
INV-KD0IWRT,C98399,2025-02-12,3715.76,371.58,4087.34,GROUND
INV-KD27KVX,C77726,2025-10-07,5747.25,0.0,5747.25,2DAY
INV-KD3BPJ1,C97125,2024-10-28,14405.57,720.28,15125.85,EXPRESS
INV-KD3H84A,C49018,2024-02-05,30715.89,0.0,30715.89,FREIGHT
INV-KD6L371,C94736,2025-02-24,14106.03,0.0,14106.03,FREIGHT
INV-KD9F0U4,C14637,2024-05-05,2669.76,0.0,2669.76,2DAY
INV-KDA8XXH,C25055,2024-08-13,2062.23,164.98,2227.21,GROUND
INV-KDICAP2,C97125,2025-09-29,2330.44,0.0,2330.44,GROUND
INV-KDKOX42,C47375,2024-11-03,10457.09,836.57,11293.66,FREIGHT
INV-KDLCELA,C35443,2025-03-04,1602.69,80.13,1682.82,GROUND
INV-KDMGIEE,C97785,2024-08-14,2453.54,245.35,2698.89,GROUND
INV-KDNAH8W,C81739,2025-06-16,2891.12,0.0,2891.12,2DAY
INV-KDRDJ4D,C16655,2024-05-28,1373.83,68.69,1442.52,GROUND
INV-KDS8MIY,C43677,2024-11-05,6143.43,307.17,6450.6,2DAY
INV-KDV2BH4,C28306,2025-01-31,2933.51,146.68,3080.19,GROUND
INV-KE6AWLM,C70464,2024-12-21,10101.0,505.05,10606.05,EXPRESS
INV-KE6W9WO,C99892,2024-07-16,3665.0,366.5,4031.5,2DAY
INV-KE7JCBP,C29210,2024-03-10,4730.11,0.0,4730.11,GROUND
INV-KE9ULUB,C84879,2024-07-27,2825.13,282.51,3107.64,2DAY
INV-KEIFIYN,C77726,2025-08-28,14671.83,1173.75,15845.58,EXPRESS
INV-KEKWXXR,C97785,2024-06-19,3268.17,261.45,3529.62,GROUND
INV-KEMEZMB,C10456,2025-09-23,3019.76,0.0,3019.76,2DAY
INV-KEMYCD1,C43677,2024-01-04,13804.23,1104.34,14908.57,EXPRESS
INV-KEO7KJA,C34523,2024-08-20,7516.22,375.81,7892.03,2DAY
INV-KF0FAYU,C02145,2024-06-11,9441.7,755.34,10197.04,EXPRESS
INV-KF6557A,C64279,2024-09-14,4238.87,339.11,4577.98,GROUND
INV-KF91ELF,C63250,2025-03-08,4400.15,220.01,4620.16,GROUND
INV-KF9NTRY,C15499,2025-05-05,2669.03,266.9,2935.93,GROUND
INV-KFCO4CP,C64279,2025-01-17,16888.37,0.0,16888.37,EXPRESS
INV-KFCOS5R,C09581,2025-02-17,19340.23,1934.02,21274.25,EXPRESS
INV-KFCSA9L,C63250,2025-02-10,9388.05,938.8,10326.85,EXPRESS
INV-KFGRXNL,C20405,2024-10-28,2021.43,202.14,2223.57,GROUND
INV-KFITWLJ,C92842,2025-06-13,4794.68,0.0,4794.68,2DAY
INV-KFJ6RER,C51553,2024-05-01,4213.72,337.1,4550.82,GROUND
INV-KFLGS8K,C08929,2025-04-23,4980.88,249.04,5229.92,GROUND
INV-KFQS74L,C86178,2024-12-25,2563.38,128.17,2691.55,GROUND
INV-KFUORKS,C94736,2024-06-04,4120.9,0.0,4120.9,GROUND
INV-KFV9ODP,C02145,2024-07-09,2203.29,176.26,2379.55,GROUND
INV-KFZQ6Y1,C15978,2025-01-04,2018.93,0.0,2018.93,GROUND
INV-KG69PAW,C77726,2025-04-27,8946.18,894.62,9840.8,2DAY
INV-KGV6ZMR,C97785,2024-07-07,10883.44,1088.34,11971.78,FREIGHT
INV-KGZQ2YC,C98672,2025-03-05,28254.72,2260.38,30515.1,FREIGHT
INV-KH2EKLX,C83350,2025-01-29,16952.43,1356.19,18308.62,EXPRESS
INV-KH73HNB,C08929,2024-09-12,6480.18,0.0,6480.18,2DAY
INV-KH8J809,C47375,2024-06-30,7684.59,384.23,8068.82,EXPRESS
INV-KHFCHCP,C60889,2024-09-13,2066.68,0.0,2066.68,GROUND
INV-KHGNQHB,C91097,2025-03-15,3452.81,0.0,3452.81,GROUND
INV-KHHCV5B,C21531,2024-10-30,3673.27,367.33,4040.6,GROUND
INV-KHK0NV4,C97785,2024-04-11,3264.84,163.24,3428.08,GROUND
INV-KHR71DU,C86029,2025-06-14,16264.15,813.21,17077.36,FREIGHT
INV-KI2WT5C,C56067,2024-01-14,2011.11,201.11,2212.22,GROUND
INV-KI2X73K,C24911,2024-07-14,1659.62,82.98,1742.6,GROUND
INV-KIAF6P5,C73720,2025-09-20,32649.36,2611.95,35261.31,FREIGHT
INV-KIC3T47,C02145,2025-12-05,4345.56,347.64,4693.2,GROUND
INV-KIFC5QE,C49018,2025-09-23,4967.24,0.0,4967.24,GROUND
INV-KIFFRPB,C03366,2025-05-14,5173.6,517.36,5690.96,2DAY
INV-KIGE7XS,C97125,2024-03-25,31199.63,1559.98,32759.61,FREIGHT
INV-KIGETGK,C43677,2025-10-12,6035.73,301.79,6337.52,2DAY
INV-KII5JV7,C57382,2025-12-25,10591.38,1059.14,11650.52,EXPRESS
INV-KII7PEA,C10456,2025-02-28,12227.4,978.19,13205.59,EXPRESS
INV-KIYT6X1,C15499,2025-12-20,4009.67,320.77,4330.44,2DAY
INV-KJA6C1F,C56067,2025-05-18,4285.18,428.52,4713.7,2DAY
INV-KJA9D3J,C09581,2025-09-26,3180.98,159.05,3340.03,GROUND
INV-KJF39Q0,C47375,2024-12-19,2756.09,0.0,2756.09,GROUND
INV-KJMYZQK,C77577,2025-03-19,2014.38,100.72,2115.1,2DAY
INV-KJO4EEQ,C86178,2024-07-19,14330.0,1146.4,15476.4,EXPRESS
INV-KJX8QEW,C94736,2025-02-08,3756.53,300.52,4057.05,GROUND
INV-KK0EBNA,C15978,2025-12-20,2364.85,0.0,2364.85,GROUND
INV-KK9VF0J,C60889,2025-12-08,3645.98,182.3,3828.28,GROUND
INV-KKBNINT,C63096,2024-01-30,1177.7,117.77,1295.47,GROUND
INV-KKBTB2J,C15499,2024-10-23,1622.45,162.25,1784.7,GROUND
INV-KKGIQN2,C17754,2025-11-16,12893.71,1289.37,14183.08,EXPRESS
INV-KKGUI2L,C84879,2024-09-15,4732.19,236.61,4968.8,GROUND
INV-KKJO5WQ,C24911,2024-02-22,4555.32,0.0,4555.32,GROUND
INV-KKLSTEI,C35443,2024-06-16,5428.63,434.29,5862.92,2DAY
INV-KKQBZX5,C77577,2024-01-06,6630.88,0.0,6630.88,2DAY
INV-KKT98OU,C24911,2024-09-24,4851.67,485.17,5336.84,GROUND
INV-KKZNVHI,C03366,2024-08-14,3332.05,333.21,3665.26,GROUND
INV-KL5LAYA,C33266,2024-02-19,19065.43,1525.23,20590.66,EXPRESS
INV-KL6V4UI,C81739,2025-01-27,4911.55,245.58,5157.13,GROUND
INV-KLDTOZ9,C20405,2024-09-23,2172.5,217.25,2389.75,GROUND
INV-KLEI9MF,C14175,2025-11-17,6314.46,0.0,6314.46,EXPRESS
INV-KLH1NZU,C08929,2024-04-24,1621.7,129.74,1751.44,GROUND
INV-KLNMTID,C51553,2025-01-17,1632.83,0.0,1632.83,GROUND
INV-KLQ0PLK,C21531,2024-07-25,3544.86,354.49,3899.35,GROUND
INV-KLQA439,C86029,2024-07-27,2258.14,225.81,2483.95,GROUND
INV-KLRNIEX,C51553,2025-03-29,3896.47,389.65,4286.12,GROUND
INV-KM77W1M,C11386,2024-11-17,6985.4,349.27,7334.67,2DAY
INV-KM8BJWL,C97125,2025-03-18,3475.0,173.75,3648.75,GROUND
INV-KM8W4O4,C22659,2025-07-08,3913.23,195.66,4108.89,GROUND
INV-KMAEB62,C82971,2024-03-27,3627.73,181.39,3809.12,GROUND
INV-KMBWYRL,C47375,2024-04-02,7870.89,787.09,8657.98,2DAY
INV-KMFR0DS,C73720,2025-06-11,1374.3,0.0,1374.3,GROUND
INV-KMGIRIW,C97785,2025-03-31,17897.51,1789.75,19687.26,EXPRESS
INV-KMHA2JF,C08929,2024-02-29,49488.21,4948.82,54437.03,FREIGHT
INV-KMKKLQ8,C25055,2024-05-17,14363.07,1436.31,15799.38,EXPRESS
INV-KMOK11J,C83350,2024-04-13,1199.44,119.94,1319.38,GROUND
INV-KMSIOT1,C77726,2025-08-17,7648.85,0.0,7648.85,2DAY
INV-KMSR3SJ,C34523,2025-08-05,4156.98,332.56,4489.54,GROUND
INV-KN56KCZ,C57382,2025-06-13,4939.91,247.0,5186.91,GROUND
INV-KNBJDTQ,C57382,2024-02-08,15343.56,767.18,16110.74,EXPRESS
INV-KNI4L05,C02145,2024-06-30,9666.76,483.34,10150.1,2DAY
INV-KNIA7AK,C77726,2025-08-16,6510.01,651.0,7161.01,2DAY
INV-KNJ5873,C24911,2024-11-07,1104.25,55.21,1159.46,GROUND
INV-KNKK3A0,C17172,2025-08-16,2989.95,149.5,3139.45,GROUND
INV-KNPOGNX,C92842,2025-06-13,4237.61,0.0,4237.61,GROUND
INV-KO0J1N4,C77577,2024-05-09,17682.68,884.13,18566.81,EXPRESS
INV-KO278CD,C73720,2025-02-15,7030.87,0.0,7030.87,EXPRESS
INV-KO27F3D,C14637,2024-11-30,4714.69,0.0,4714.69,GROUND
INV-KO6TEGR,C47375,2024-11-06,4227.49,0.0,4227.49,GROUND
INV-KOCJTTX,C77577,2024-09-03,3240.81,324.08,3564.89,GROUND
INV-KOCUCKX,C80551,2024-10-18,1654.12,132.33,1786.45,GROUND
INV-KOHWQFZ,C94736,2024-09-01,2081.6,208.16,2289.76,2DAY
INV-KOKILHM,C94929,2025-02-28,3801.47,304.12,4105.59,2DAY
INV-KOKLC07,C16180,2025-05-02,8915.08,0.0,8915.08,2DAY
INV-KOR6X9Z,C98672,2024-05-23,14043.96,1404.4,15448.36,EXPRESS
INV-KP1EGUM,C21531,2025-06-19,14176.07,1417.61,15593.68,EXPRESS
INV-KP5MHJP,C93089,2024-10-04,35579.01,1778.95,37357.96,FREIGHT
INV-KP6DRG0,C47375,2024-05-16,1458.14,72.91,1531.05,GROUND
INV-KP7N8O5,C77577,2025-06-28,7244.19,0.0,7244.19,2DAY
INV-KPCGOP7,C64279,2025-05-28,10082.81,504.14,10586.95,EXPRESS
INV-KPCS2F0,C98672,2025-05-13,14463.11,723.16,15186.27,FREIGHT
INV-KPDXD4A,C33266,2025-08-25,5720.31,572.03,6292.34,EXPRESS
INV-KPH5M3A,C25055,2024-10-03,2392.88,119.64,2512.52,GROUND
INV-KPN3MUT,C03366,2025-10-11,12791.9,639.6,13431.5,EXPRESS
INV-KPNS061,C97785,2025-07-17,16239.64,1299.17,17538.81,EXPRESS
INV-KPR42U8,C57382,2025-01-25,4634.94,370.8,5005.74,GROUND
INV-KPWAVLE,C20405,2025-12-19,2505.75,250.58,2756.33,GROUND
INV-KQNYEJ9,C15499,2025-03-31,4664.45,233.22,4897.67,2DAY
INV-KQXGQLI,C10456,2024-10-08,9957.57,995.76,10953.33,EXPRESS
INV-KR2SN91,C17172,2025-04-04,15340.56,1534.06,16874.62,EXPRESS
INV-KR8JC7M,C49018,2025-07-30,1924.21,0.0,1924.21,GROUND
INV-KRAANK2,C77726,2024-01-01,4696.34,0.0,4696.34,GROUND
INV-KRJ5X50,C10456,2025-05-07,4732.7,473.27,5205.97,GROUND
INV-KRKMHP8,C56067,2024-04-29,4588.85,0.0,4588.85,GROUND
INV-KRM7BGK,C08929,2025-11-21,4326.79,432.68,4759.47,GROUND
INV-KRS36WG,C16655,2025-04-14,11417.5,0.0,11417.5,EXPRESS
INV-KRVIM56,C86178,2024-10-16,1036.42,51.82,1088.24,GROUND
INV-KS7GPUO,C82971,2024-03-01,6242.61,499.41,6742.02,2DAY
INV-KS9OSG1,C17754,2024-06-01,4146.31,331.7,4478.01,GROUND
INV-KSA3WXG,C34523,2024-01-29,10534.63,0.0,10534.63,EXPRESS
INV-KSQBGE8,C10456,2025-03-31,4302.61,0.0,4302.61,GROUND
INV-KSTNF9I,C29210,2024-04-17,3948.92,197.45,4146.37,GROUND
INV-KSVINSR,C83350,2025-08-02,9733.48,0.0,9733.48,2DAY
INV-KT3B24T,C92842,2025-04-25,18799.63,0.0,18799.63,EXPRESS
INV-KT7I29D,C86178,2025-12-12,1834.28,183.43,2017.71,GROUND
INV-KTLMQPT,C92842,2025-10-11,4070.03,0.0,4070.03,GROUND
INV-KTR2QUR,C92842,2025-11-11,4431.41,221.57,4652.98,GROUND
