client_id,client_name,invoice_id,start_date,total,shipment_type
C14637,Hooli Supply,INV-FV7SXZ7,2025-03-05,1102.98,GROUND
C24911,Quantum Freight,INV-FVAVNAF,2025-05-03,4043.23,GROUND
C15978,Vector Freight,INV-FVCNRPG,2024-07-06,12744.33,EXPRESS
C86178,Massive Co,INV-FVE7T45,2024-05-23,2809.8,2DAY
C14637,Hooli Supply,INV-FVUSE3C,2025-01-12,15113.12,EXPRESS
C93089,Blue Supply,INV-FW4ZAXU,2025-01-23,5076.89,GROUND
C97785,Massive Supply,INV-FWDOR3F,2025-06-17,2313.36,GROUND
C16180,Blue Enterprises,INV-FWEKNSM,2024-10-04,6435.1,2DAY
C14637,Hooli Supply,INV-FWFZZA7,2024-02-27,3112.56,2DAY
C93089,Blue Supply,INV-FWN2THQ,2024-02-19,2638.77,GROUND
C87356,Zenith Logistics,INV-FWRXMYI,2025-03-23,4298.06,GROUND
C64279,Green Logistics,INV-FWULYS5,2024-01-03,2951.95,GROUND
C91097,Tyrell Freight,INV-FWV2IGM,2025-05-04,16615.2,EXPRESS
C80551,Vertex Partners,INV-FWXFE5W,2025-11-30,21528.67,EXPRESS
C49018,Green Freight,INV-FX3J9VO,2024-09-17,5459.29,2DAY
C98399,Wayne Group,INV-FXH6NBI,2024-06-22,2180.04,GROUND
C78191,Quantum Enterprises,INV-FXJ1FJU,2025-12-10,46860.23,FREIGHT
C20405,Initech Supply,INV-FXM661I,2025-07-22,2731.32,GROUND
C15978,Vector Freight,INV-FXP1C39,2024-06-16,2983.98,GROUND
C99892,Wayne Freight,INV-FXWEHZV,2024-09-08,4144.05,GROUND
C93089,Blue Supply,INV-FYALSYZ,2024-05-06,20962.24,EXPRESS
C47375,Vertex Partners,INV-FYBABUD,2024-11-23,9280.51,EXPRESS
C57382,Vector Logistics,INV-FYBTSFC,2025-01-01,4206.6,GROUND
C99892,Wayne Freight,INV-FYD9LOA,2025-07-09,4676.37,2DAY
C64279,Green Logistics,INV-FYH4Q5R,2025-03-07,5277.98,GROUND
C16180,Blue Enterprises,INV-FYL50ZG,2025-11-14,3981.23,GROUND
C10456,Blue Partners,INV-FYLQ9RX,2025-04-25,4751.98,GROUND
C21531,Green Llc,INV-FYSU8DK,2024-06-13,5166.74,2DAY
C15499,Zenith Holdings,INV-FYYX3VW,2025-05-28,17344.02,EXPRESS
C70464,Hooli Supply,INV-FZ52BQH,2025-12-24,2592.29,GROUND
C70464,Hooli Supply,INV-FZ8Y7XN,2025-09-26,22814.98,FREIGHT
C14637,Hooli Supply,INV-FZAD996,2024-11-01,8527.47,EXPRESS
C28306,Tyrell Llc,INV-FZIISE1,2024-10-13,30821.01,FREIGHT
C29210,Massive Group,INV-FZMQWN8,2025-02-22,2517.22,2DAY
C98399,Wayne Group,INV-FZZNTGS,2024-06-04,1436.8,GROUND
C94929,Green Co,INV-G00AW8O,2025-06-29,16601.23,FREIGHT
C25055,Stark Partners,INV-G04TYI8,2025-11-26,4081.79,GROUND
C78191,Quantum Enterprises,INV-G05VHW9,2024-05-25,29486.54,FREIGHT
C77577,Zenith Holdings,INV-G096OBW,2024-02-08,17623.03,FREIGHT
C02145,Zenith Supply,INV-G0CITBU,2025-03-29,5384.29,GROUND
C14175,Wayne Group,INV-G0QEJ9E,2025-11-07,5087.52,2DAY
C16655,Hooli Co,INV-G0UYHA4,2024-02-25,4661.0,GROUND
C82971,Massive Co,INV-G0V69L2,2024-12-05,8500.18,EXPRESS
C21531,Green Llc,INV-G0ZZXV2,2024-03-12,15062.02,FREIGHT
C21531,Green Llc,INV-G11BJJF,2025-03-26,3973.89,GROUND
C77726,Nimbus Holdings,INV-G1AMDAL,2024-05-16,53279.48,FREIGHT
C51553,Hooli Logistics,INV-G1D71HP,2024-09-12,4820.31,GROUND
C86029,Acme Industries,INV-G1DCK49,2024-04-27,17264.62,EXPRESS
C57382,Vector Logistics,INV-G1DWFIM,2025-10-07,2307.85,GROUND
C92842,Tyrell Industries,INV-G1K6PP3,2024-02-10,3827.44,GROUND
C98672,Stark Freight,INV-G1LNOU7,2025-05-24,4290.72,2DAY
C35443,Nimbus Group,INV-G1NW4IS,2025-12-16,6195.95,2DAY
C28306,Tyrell Llc,INV-G1U7TVM,2025-08-21,4798.56,2DAY
C72495,Umbrella Enterprises,INV-G1XZZV5,2025-03-11,7907.24,2DAY
C64279,Green Logistics,INV-G2I8MUA,2025-07-12,1383.14,GROUND
C99892,Wayne Freight,INV-G2Q003V,2025-04-22,1596.65,GROUND
C28306,Tyrell Llc,INV-G38E1D0,2025-07-05,5867.63,2DAY
C10456,Blue Partners,INV-G3HV6XR,2025-06-13,13137.45,EXPRESS
C82971,Massive Co,INV-G3HZMNA,2024-10-07,9684.03,2DAY
C63250,Vertex Supply,INV-G3HZXCH,2024-08-19,3306.77,GROUND
C10456,Blue Partners,INV-G3TV18L,2025-01-29,4278.03,GROUND
C77577,Zenith Holdings,INV-G3VKXUO,2025-09-27,16049.38,EXPRESS
C29210,Massive Group,INV-G3VV96V,2024-03-31,2034.9,GROUND
C73720,Massive Llc,INV-G44L7S9,2024-01-24,15269.0,EXPRESS
C60889,Wonka Llc,INV-G475S0P,2025-10-03,4201.83,GROUND
C21531,Green Llc,INV-G49TVKV,2025-10-08,5853.19,EXPRESS
C63096,Initech Freight,INV-G4C4ALS,2025-06-12,2946.86,GROUND
C73720,Massive Llc,INV-G4DB4P8,2024-12-10,1551.98,GROUND
C02145,Zenith Supply,INV-G4PD60Q,2024-04-17,5192.42,GROUND
C49018,Green Freight,INV-G4VE7J0,2024-10-02,42951.63,FREIGHT
C94736,Red Logistics,INV-G4Y61CX,2024-02-07,3948.36,GROUND
C56067,Hooli Logistics,INV-G549YC4,2024-01-07,1175.09,GROUND
C25055,Stark Partners,INV-G55198S,2024-05-27,22942.51,FREIGHT
C28306,Tyrell Llc,INV-G55IFXM,2025-06-17,3345.47,GROUND
C29210,Massive Group,INV-G5BL8X2,2024-01-14,1496.32,GROUND
C91097,Tyrell Freight,INV-G5CIN8T,2025-07-20,42102.08,FREIGHT
C84879,Umbrella Partners,INV-G5MIZ1H,2024-07-17,1411.4,GROUND
C72495,Umbrella Enterprises,INV-G5SF8GA,2024-02-09,1505.25,GROUND
C49018,Green Freight,INV-G5SUOYV,2025-09-14,14550.16,EXPRESS
C83350,Stark Group,INV-G5XOXPC,2025-02-02,5296.4,2DAY
C25055,Stark Partners,INV-G5ZK7A9,2024-12-22,6388.11,2DAY
C99808,Blue Co,INV-G5ZQBIY,2025-06-11,10742.46,EXPRESS
C97125,Blue Industries,INV-G63WPUN,2025-10-27,4137.36,2DAY
C34523,Stark Enterprises,INV-G666MN2,2024-10-25,17681.65,FREIGHT
C70464,Hooli Supply,INV-G6ONDQN,2024-06-26,1131.51,GROUND
C15499,Zenith Holdings,INV-G6Q3P9E,2025-05-30,3580.16,2DAY
C99808,Blue Co,INV-G6R0Y0G,2024-04-13,4713.12,GROUND
C21531,Green Llc,INV-G6RB2U0,2024-01-18,7815.1,2DAY
C14637,Hooli Supply,INV-G6TLK2M,2024-06-21,16305.58,EXPRESS
C11386,Vector Llc,INV-G714U9T,2025-12-14,3409.74,GROUND
C63250,Vertex Supply,INV-G73SFDC,2024-12-01,3561.4,GROUND
C94736,Red Logistics,INV-G77OJEX,2024-09-24,1515.82,GROUND
C73720,Massive Llc,INV-G79AYMS,2024-09-01,1572.68,GROUND
C35443,Nimbus Group,INV-G7AIYVV,2024-08-16,17444.96,EXPRESS
C78191,Quantum Enterprises,INV-G7CME2B,2024-06-13,6868.46,EXPRESS
C63096,Initech Freight,INV-G7JM2Y2,2024-04-02,13790.51,EXPRESS
C86178,Massive Co,INV-G7NF1EH,2024-06-04,12971.16,EXPRESS
C94929,Green Co,INV-G7OMA64,2025-06-05,19125.54,EXPRESS
C57382,Vector Logistics,INV-G7QOC5K,2025-08-06,17759.06,FREIGHT
C97125,Blue Industries,INV-G7VK5DL,2024-10-02,18305.11,FREIGHT
C72495,Umbrella Enterprises,INV-G82ASBA,2024-01-19,18071.0,EXPRESS
C09581,Wonka Supply,INV-G833K2V,2024-02-26,11683.88,EXPRESS
C22659,Tyrell Partners,INV-G84Y319,2025-09-02,2478.79,GROUND
C83948,Wayne Holdings,INV-G85POB0,2025-12-15,1915.58,GROUND
C60889,Wonka Llc,INV-G8DB2WF,2025-11-15,7695.82,EXPRESS
C94929,Green Co,INV-G8DMFQI,2024-08-09,1602.06,GROUND
C17754,Vector Co,INV-G8LZY70,2025-10-23,14685.31,EXPRESS
C09581,Wonka Supply,INV-G8O7QZX,2025-03-16,8989.04,2DAY
C17754,Vector Co,INV-G8PRM69,2025-05-09,5562.21,2DAY
C25055,Stark Partners,INV-G8PSSZW,2024-09-11,8131.44,2DAY
C83948,Wayne Holdings,INV-G8Q1CP8,2024-01-06,1687.23,GROUND
C83350,Stark Group,INV-G8SLNDW,2024-07-24,9843.42,2DAY
C84879,Umbrella Partners,INV-G8VKWW3,2025-05-14,8719.86,EXPRESS
C82971,Massive Co,INV-G8WHKDS,2024-05-15,3020.89,GROUND
C94736,Red Logistics,INV-G8WHY9Q,2024-10-15,3018.1,GROUND
C20405,Initech Supply,INV-G91BLH1,2024-12-03,15905.7,EXPRESS
C16655,Hooli Co,INV-G99RG47,2024-05-01,17171.88,EXPRESS
C21531,Green Llc,INV-G9BWEHQ,2025-02-05,4355.91,GROUND
C80551,Vertex Partners,INV-G9GAQK7,2025-07-03,3819.53,GROUND
C25055,Stark Partners,INV-G9JTS91,2025-10-09,2812.08,GROUND
C70464,Hooli Supply,INV-G9LF5IM,2025-03-21,11900.89,EXPRESS
C86178,Massive Co,INV-G9M5GHP,2025-01-29,1925.74,GROUND
C73720,Massive Llc,INV-G9PBNKE,2025-01-19,15116.04,EXPRESS
C97785,Massive Supply,INV-G9RC2Y6,2024-02-27,21145.59,FREIGHT
C99808,Blue Co,INV-G9S35WC,2024-08-02,3874.51,2DAY
C29210,Massive Group,INV-G9V7MHD,2024-05-29,4682.94,GROUND
C80551,Vertex Partners,INV-G9XU1Q8,2024-07-04,6733.95,EXPRESS
C70464,Hooli Supply,INV-G9YC9B8,2025-08-21,12049.34,EXPRESS
C57382,Vector Logistics,INV-G9YX3FO,2024-07-07,4298.3,GROUND
C25055,Stark Partners,INV-GA0RSRG,2024-09-18,25160.54,FREIGHT
C63096,Initech Freight,INV-GAHN2IY,2024-04-07,11284.6,EXPRESS
C24911,Quantum Freight,INV-GAMQ4AR,2025-05-31,1758.87,GROUND
C82971,Massive Co,INV-GAN2FIO,2024-10-02,1178.2,GROUND
C64279,Green Logistics,INV-GAO5TP2,2024-02-20,3501.92,GROUND
C14175,Wayne Group,INV-GASXLXQ,2024-06-09,4362.84,2DAY
C60889,Wonka Llc,INV-GAT69X6,2025-10-10,11868.88,EXPRESS
C56067,Hooli Logistics,INV-GB1F1DS,2025-04-05,11887.54,EXPRESS
C86029,Acme Industries,INV-GB2K88Y,2024-05-05,5085.29,2DAY
C47375,Vertex Partners,INV-GBDDL18,2025-01-01,11750.85,EXPRESS
C56067,Hooli Logistics,INV-GBKXKPL,2025-05-07,1454.28,GROUND
C73720,Massive Llc,INV-GBMTAG3,2025-08-31,2377.66,GROUND
C93089,Blue Supply,INV-GBNM912,2024-10-21,6558.88,2DAY
C25055,Stark Partners,INV-GBR5KND,2025-08-14,12980.69,EXPRESS
C15978,Vector Freight,INV-GBT1QOA,2024-09-10,20673.0,EXPRESS
C10456,Blue Partners,INV-GBUIDNS,2024-11-27,7438.98,2DAY
C94929,Green Co,INV-GBUVVV3,2024-04-16,8549.42,2DAY
C63250,Vertex Supply,INV-GBXIXQP,2024-03-01,6400.46,2DAY
C35443,Nimbus Group,INV-GBY8HGK,2024-01-24,6733.3,2DAY
C87356,Zenith Logistics,INV-GCCU8BD,2025-01-08,4213.33,GROUND
C24911,Quantum Freight,INV-GCFLFXL,2024-04-04,2740.91,GROUND
C84879,Umbrella Partners,INV-GCFNVS4,2024-07-02,5762.57,2DAY
C60889,Wonka Llc,INV-GCFRTZD,2025-12-21,1733.16,GROUND
C47375,Vertex Partners,INV-GCL2N6F,2024-08-04,14026.25,FREIGHT
C97125,Blue Industries,INV-GCMKYT8,2025-12-30,24972.56,FREIGHT
C63250,Vertex Supply,INV-GCS10VD,2024-02-09,4483.96,GROUND
C17172,Apex Freight,INV-GD0T37E,2025-02-25,11162.73,EXPRESS
C77726,Nimbus Holdings,INV-GD1HQ66,2025-06-08,4380.86,GROUND
C84879,Umbrella Partners,INV-GD3SH7B,2025-10-21,1120.33,GROUND
C77726,Nimbus Holdings,INV-GD4VVJP,2024-01-03,9411.91,EXPRESS
C57382,Vector Logistics,INV-GDDJXC4,2024-02-13,2941.89,GROUND
C16655,Hooli Co,INV-GDP8RI6,2025-09-01,2033.97,GROUND
C92842,Tyrell Industries,INV-GDRM87B,2025-07-07,3859.35,GROUND
C51553,Hooli Logistics,INV-GDVJGKH,2025-04-19,2755.55,GROUND
C43677,Apex Group,INV-GE411IS,2024-01-07,2731.08,GROUND
C94929,Green Co,INV-GEC5W5P,2024-07-05,8126.41,2DAY
C33266,Hooli Enterprises,INV-GED1R3X,2024-01-03,1184.78,GROUND
C82971,Massive Co,INV-GEHHK73,2024-08-18,17990.0,FREIGHT
C82971,Massive Co,INV-GEJLK6X,2025-09-02,12712.73,EXPRESS
C25055,Stark Partners,INV-GET0YLK,2024-02-25,9400.49,2DAY
C29210,Massive Group,INV-GEV670Y,2024-03-10,15132.67,EXPRESS
C22659,Tyrell Partners,INV-GEZI5GG,2025-05-19,2018.31,GROUND
C11386,Vector Llc,INV-GF0EUL7,2025-10-28,13911.6,EXPRESS
C94736,Red Logistics,INV-GFGSK0M,2024-11-26,2296.17,GROUND
C14175,Wayne Group,INV-GFHRZ0I,2024-11-02,3643.29,GROUND
C17754,Vector Co,INV-GFW15NG,2025-11-25,9796.31,EXPRESS
C08929,Nimbus Industries,INV-GFWXAKC,2025-01-07,7019.86,2DAY
C47375,Vertex Partners,INV-GG1YN1J,2025-12-04,1166.98,GROUND
C81739,Massive Partners,INV-GG5YQGG,2024-09-27,5076.85,GROUND
C20405,Initech Supply,INV-GG98F5A,2024-12-24,2355.1,GROUND
C11386,Vector Llc,INV-GGBZ94A,2024-08-11,10722.05,2DAY
C64279,Green Logistics,INV-GGKA5GG,2025-08-23,5813.83,2DAY
C22659,Tyrell Partners,INV-GGSM3C1,2025-11-11,10151.87,2DAY
C63250,Vertex Supply,INV-GGYZRNF,2024-11-23,10119.61,2DAY
C14175,Wayne Group,INV-GH4JYD5,2025-03-28,6696.84,2DAY
C28306,Tyrell Llc,INV-GH6Z7YS,2024-02-11,9484.88,EXPRESS
C64279,Green Logistics,INV-GH7HRKG,2025-07-16,2647.71,GROUND
C98672,Stark Freight,INV-GH9M4ZS,2024-11-25,4213.48,GROUND
C77577,Zenith Holdings,INV-GH9RETG,2025-03-19,53231.86,FREIGHT
C22659,Tyrell Partners,INV-GHB9Y5B,2024-08-15,4305.78,GROUND
C20405,Initech Supply,INV-GHU6CNX,2025-10-15,3879.3,GROUND
C84879,Umbrella Partners,INV-GI0BCSV,2025-08-26,1727.74,GROUND
C94736,Red Logistics,INV-GI35PKN,2024-11-01,2682.91,GROUND
C15978,Vector Freight,INV-GI3O2FH,2024-04-28,3379.72,2DAY
C77726,Nimbus Holdings,INV-GID59SV,2025-07-08,1346.28,GROUND
C35443,Nimbus Group,INV-GIF5YSB,2025-10-10,4533.73,2DAY
C91097,Tyrell Freight,INV-GIM9PVS,2024-03-16,10359.18,2DAY
C16180,Blue Enterprises,INV-GIRSQ6K,2024-08-13,16074.26,EXPRESS
C02145,Zenith Supply,INV-GIT72L4,2025-03-28,13621.88,EXPRESS
C83350,Stark Group,INV-GIVFPNA,2024-01-04,4503.02,2DAY
C82971,Massive Co,INV-GIVQM1C,2024-02-28,4668.53,GROUND
C83350,Stark Group,INV-GIW88ND,2025-03-21,6656.96,2DAY
C49018,Green Freight,INV-GJ30IL1,2025-01-09,1864.35,GROUND
C17754,Vector Co,INV-GJ5HX24,2025-04-27,1460.73,GROUND
C29210,Massive Group,INV-GJ7SX8J,2025-07-28,2731.41,GROUND
C83948,Wayne Holdings,INV-GJ87JOK,2024-08-31,18643.93,FREIGHT
C14637,Hooli Supply,INV-GJAR31J,2025-08-22,5023.16,GROUND
C97125,Blue Industries,INV-GJEV0ZY,2025-12-22,5235.98,GROUND
C34523,Stark Enterprises,INV-GJTPMRM,2024-04-07,7044.7,2DAY
C08929,Nimbus Industries,INV-GJU9TKX,2025-08-14,1813.18,GROUND
C86029,Acme Industries,INV-GJZLLML,2025-11-02,11865.19,FREIGHT
C70464,Hooli Supply,INV-GK3MROW,2025-02-25,7231.98,EXPRESS
C15499,Zenith Holdings,INV-GK6RX8R,2024-06-07,10355.19,FREIGHT
C02145,Zenith Supply,INV-GKHQ1PI,2024-11-19,3664.1,GROUND
C87356,Zenith Logistics,INV-GKKKJP8,2024-10-15,20130.79,EXPRESS
C22659,Tyrell Partners,INV-GKMI4GZ,2025-11-09,18309.12,EXPRESS
C92842,Tyrell Industries,INV-GKSLTA6,2024-10-20,18934.0,EXPRESS
C43677,Apex Group,INV-GLI9ZFP,2024-03-13,3866.4,GROUND
C34523,Stark Enterprises,INV-GLJMZTE,2024-08-05,2860.8,GROUND
C15499,Zenith Holdings,INV-GLNS3TJ,2024-11-01,1086.52,GROUND
C70464,Hooli Supply,INV-GLPT43C,2025-03-17,3255.03,GROUND
C56067,Hooli Logistics,INV-GLRQGLE,2025-02-16,1278.39,GROUND
C60889,Wonka Llc,INV-GLWYL7O,2025-02-10,4669.93,GROUND
C34523,Stark Enterprises,INV-GLY9B0N,2024-09-27,2284.83,GROUND
C02145,Zenith Supply,INV-GLYWQ0F,2025-10-24,2490.38,GROUND
C64279,Green Logistics,INV-GM1XD9Z,2025-02-08,2205.55,2DAY
C14175,Wayne Group,INV-GMBWS3X,2024-07-19,4952.8,GROUND
C24911,Quantum Freight,INV-GMGKYZX,2024-10-30,29001.6,FREIGHT
C34523,Stark Enterprises,INV-GMIK7ES,2024-09-26,4570.49,GROUND
C02145,Zenith Supply,INV-GMJPPTH,2024-04-11,3845.29,GROUND
C80551,Vertex Partners,INV-GMNFLT8,2024-12-15,2182.9,GROUND
C97125,Blue Industries,INV-GMNWJQ1,2025-05-28,2641.95,GROUND
C78191,Quantum Enterprises,INV-GMQ1PQU,2025-09-16,2150.36,GROUND
C24911,Quantum Freight,INV-GMWLVA2,2024-11-17,2439.6,GROUND
C14637,Hooli Supply,INV-GMX48CR,2024-01-19,19151.03,EXPRESS
C17754,Vector Co,INV-GMZ2W7I,2025-12-25,3972.84,GROUND
C51553,Hooli Logistics,INV-GN51X3Y,2025-12-24,33413.28,FREIGHT
C83350,Stark Group,INV-GN7VUXF,2024-02-11,3953.49,GROUND
C91097,Tyrell Freight,INV-GN8B0KB,2025-05-16,3016.37,GROUND
C94736,Red Logistics,INV-GN961AW,2025-06-27,5475.14,2DAY
C11386,Vector Llc,INV-GNC02G6,2025-08-08,4189.92,GROUND
C60889,Wonka Llc,INV-GNEYJQ4,2024-09-23,8739.51,2DAY
C72495,Umbrella Enterprises,INV-GNP3B2M,2025-11-27,6085.02,2DAY
C10456,Blue Partners,INV-GNRSR8P,2024-08-25,4359.46,GROUND
C49018,Green Freight,INV-GNV06Z5,2025-09-04,14858.1,EXPRESS
C15499,Zenith Holdings,INV-GNWBQ25,2025-05-21,24707.78,FREIGHT
C17754,Vector Co,INV-GNXB5A9,2025-11-24,14044.17,EXPRESS
C24911,Quantum Freight,INV-GO7B1H1,2025-06-18,5345.96,GROUND
C97785,Massive Supply,INV-GO7PF80,2024-11-12,21003.67,EXPRESS
C21531,Green Llc,INV-GOA3BGI,2025-05-01,1921.56,GROUND
C16655,Hooli Co,INV-GOA7MKP,2024-11-05,2645.39,GROUND
C78191,Quantum Enterprises,INV-GOGTABE,2024-12-06,1209.64,GROUND
C49018,Green Freight,INV-GOIDZ5C,2024-09-25,4475.39,GROUND
C60889,Wonka Llc,INV-GOLWTLA,2025-09-05,18190.42,FREIGHT
C92842,Tyrell Industries,INV-GOOT3UY,2025-08-05,9919.32,2DAY
C77577,Zenith Holdings,INV-GOPRSL5,2024-09-09,2720.19,GROUND
C10456,Blue Partners,INV-GOV8GUO,2025-03-07,13275.2,EXPRESS
C15978,Vector Freight,INV-GOWQT8T,2025-07-22,4337.47,GROUND
C87356,Zenith Logistics,INV-GOWUZQG,2024-11-22,8836.29,2DAY
C83350,Stark Group,INV-GP1I876,2024-09-24,4401.27,GROUND
C98399,Wayne Group,INV-GP2AQK4,2024-01-07,3912.75,GROUND
C97785,Massive Supply,INV-GP6D8T6,2024-08-18,53673.76,FREIGHT
C22659,Tyrell Partners,INV-GP7MD08,2024-02-23,2543.28,GROUND
C83948,Wayne Holdings,INV-GP9XW96,2024-10-22,10989.49,EXPRESS
C86029,Acme Industries,INV-GPCSVMO,2025-03-27,26168.84,FREIGHT
C17754,Vector Co,INV-GPEIF16,2025-09-20,30220.5,FREIGHT
C78191,Quantum Enterprises,INV-GPLAVN5,2024-05-20,4128.46,GROUND
C83948,Wayne Holdings,INV-GPM8W4U,2024-02-19,2071.02,GROUND
C63250,Vertex Supply,INV-GPNQRKJ,2024-03-26,1399.74,GROUND
C86178,Massive Co,INV-GPON4YV,2024-10-04,5589.64,2DAY
C99808,Blue Co,INV-GPQD4C3,2025-01-18,7036.06,2DAY
C16180,Blue Enterprises,INV-GPXRXQA,2025-01-24,9094.6,2DAY
C03366,Umbrella Industries,INV-GPZLL9K,2025-08-02,3597.15,GROUND
C82971,Massive Co,INV-GQ3UVUS,2025-06-03,2304.67,GROUND
C20405,Initech Supply,INV-GQ6M603,2024-07-07,1835.64,GROUND
C15499,Zenith Holdings,INV-GQ85UBQ,2024-07-04,1329.81,GROUND
C56067,Hooli Logistics,INV-GQE9F7B,2025-08-11,9327.74,EXPRESS
C73720,Massive Llc,INV-GQU87J6,2025-08-10,1217.48,GROUND
C99892,Wayne Freight,INV-GQVKBAX,2024-11-21,1304.8,GROUND
C87356,Zenith Logistics,INV-GQX054R,2025-05-06,6205.43,EXPRESS
C94736,Red Logistics,INV-GQZ20NP,2025-03-21,13312.57,EXPRESS
C70464,Hooli Supply,INV-GR4Z8DJ,2025-07-03,9797.56,EXPRESS
C94929,Green Co,INV-GRD293Z,2024-06-07,5492.96,GROUND
C70464,Hooli Supply,INV-GREF7S1,2025-08-07,12642.15,EXPRESS
C10456,Blue Partners,INV-GRGVTF6,2025-12-06,10046.64,EXPRESS
C29210,Massive Group,INV-GRH0GWB,2025-01-28,5211.35,GROUND
C99892,Wayne Freight,INV-GRJ7HI0,2024-05-14,12865.11,EXPRESS
C83948,Wayne Holdings,INV-GRN9WOP,2025-03-15,4236.57,GROUND
C22659,Tyrell Partners,INV-GS68N2Y,2024-08-26,5182.0,GROUND
C63250,Vertex Supply,INV-GS6Q28D,2024-11-01,44675.95,FREIGHT
C64279,Green Logistics,INV-GSIA8TC,2025-03-30,2004.05,GROUND
C20405,Initech Supply,INV-GSQOKJ8,2025-04-14,9355.5,EXPRESS
C64279,Green Logistics,INV-GSQSG7D,2025-08-09,20172.43,EXPRESS
C15978,Vector Freight,INV-GT1RFK3,2025-01-02,8820.4,2DAY
C72495,Umbrella Enterprises,INV-GT5I0IA,2024-02-15,19227.68,FREIGHT
C98672,Stark Freight,INV-GT705LU,2024-03-26,3605.19,GROUND
C63096,Initech Freight,INV-GT8Z9D4,2025-07-22,2254.7,GROUND
C98399,Wayne Group,INV-GT8ZXEJ,2025-05-28,1616.71,GROUND
C73720,Massive Llc,INV-GTDXH7Q,2025-11-05,10784.99,EXPRESS
C49018,Green Freight,INV-GTNIK0A,2024-04-18,2464.81,GROUND
C98399,Wayne Group,INV-GTQBW78,2024-05-03,2438.03,GROUND
C49018,Green Freight,INV-GTRCXW5,2025-10-31,16528.43,EXPRESS
C22659,Tyrell Partners,INV-GTSBIQO,2024-02-18,13511.41,EXPRESS
C94736,Red Logistics,INV-GTX0R84,2025-07-24,1329.68,GROUND
C78191,Quantum Enterprises,INV-GU615VO,2024-10-17,4432.35,GROUND
C51553,Hooli Logistics,INV-GU6194N,2025-08-16,5334.23,EXPRESS
C83948,Wayne Holdings,INV-GU793OY,2025-02-13,1620.58,GROUND
C82971,Massive Co,INV-GUB959I,2024-07-22,1298.09,GROUND
C94736,Red Logistics,INV-GUESVIT,2024-04-01,29482.75,FREIGHT
C94929,Green Co,INV-GUG4I33,2024-02-19,1544.86,GROUND
C91097,Tyrell Freight,INV-GUM2IEC,2024-11-15,4625.36,GROUND
C57382,Vector Logistics,INV-GURCJGC,2025-06-27,5018.14,GROUND
C77726,Nimbus Holdings,INV-GURUQJ9,2025-07-28,1688.4,GROUND
C16655,Hooli Co,INV-GUTKMF5,2025-07-03,2572.98,2DAY
C63250,Vertex Supply,INV-GUVL6JU,2024-01-12,2977.46,GROUND
C80551,Vertex Partners,INV-GUXGL7Q,2025-10-14,17085.2,EXPRESS
C83350,Stark Group,INV-GV1EI03,2024-05-06,4994.45,GROUND
C63250,Vertex Supply,INV-GVCCXOE,2025-08-19,6280.2,2DAY
C14175,Wayne Group,INV-GVI0XHG,2024-04-07,5929.97,2DAY
C60889,Wonka Llc,INV-GVJ8Q8Y,2024-02-25,1539.67,GROUND
C83948,Wayne Holdings,INV-GVN4G51,2025-06-26,4868.42,GROUND
C02145,Zenith Supply,INV-GVUF8AL,2025-05-09,14617.53,EXPRESS
C99808,Blue Co,INV-GVZXCEF,2025-08-31,20901.1,EXPRESS
C49018,Green Freight,INV-GW0AF32,2025-02-24,1102.16,GROUND
C49018,Green Freight,INV-GW17HHB,2025-10-22,26990.82,FREIGHT
C33266,Hooli Enterprises,INV-GW1B51G,2024-04-24,7022.62,2DAY
C86178,Massive Co,INV-GW8FK0G,2024-01-30,35110.52,FREIGHT
C28306,Tyrell Llc,INV-GWF3JKJ,2024-10-08,8428.65,2DAY
C83948,Wayne Holdings,INV-GWIFLH8,2024-06-26,5880.53,EXPRESS
C34523,Stark Enterprises,INV-GWMZ4F9,2024-12-11,10173.16,EXPRESS
C17754,Vector Co,INV-GWNI77A,2025-10-15,3102.56,GROUND
C84879,Umbrella Partners,INV-GWPK59A,2025-06-17,4118.36,GROUND
C08929,Nimbus Industries,INV-GWQTHZN,2025-10-17,2837.31,GROUND
C72495,Umbrella Enterprises,INV-GWUSMGL,2024-10-09,6924.97,EXPRESS
C57382,Vector Logistics,INV-GWWXSKK,2024-11-02,40748.21,FREIGHT
C94929,Green Co,INV-GWXKBSV,2025-04-14,6684.82,EXPRESS
C56067,Hooli Logistics,INV-GX5FQTS,2024-02-12,8629.96,2DAY
C63096,Initech Freight,INV-GXBZJNH,2025-01-10,1800.88,GROUND
C49018,Green Freight,INV-GXEM47J,2024-12-14,1938.57,GROUND
C86029,Acme Industries,INV-GXKX2XP,2025-03-06,33145.33,FREIGHT
C77577,Zenith Holdings,INV-GXP66CG,2024-06-22,6994.81,2DAY
C09581,Wonka Supply,INV-GXPU5W1,2024-10-05,6065.43,2DAY
C82971,Massive Co,INV-GXQXPW2,2024-05-12,2330.97,GROUND
C16180,Blue Enterprises,INV-GXR25JR,2025-06-13,50169.42,FREIGHT
C84879,Umbrella Partners,INV-GXROGOI,2025-11-15,2420.48,GROUND
C51553,Hooli Logistics,INV-GYF2XII,2025-04-17,3908.28,GROUND
C98672,Stark Freight,INV-GYHDDFX,2025-08-06,3823.02,GROUND
C72495,Umbrella Enterprises,INV-GYJ47XU,2025-09-04,13520.4,EXPRESS
C57382,Vector Logistics,INV-GYJPV2M,2025-11-07,1783.49,GROUND
