inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-BIG3L00,C16180,01/18/2025,3381.35,338.13,3719.48,USD,GROUND
INV-OS4O1JB,C83350,04/12/2024,15567.6,0.0,15567.6,USD,EXPRESS
INV-Z5VLW1X,C86029,05/28/2025,1915.24,95.76,2011.0,USD,GROUND
INV-J8CCAKO,C16655,12/02/2025,1751.05,140.08,1891.13,USD,GROUND
INV-A126S7H,C72495,07/01/2025,4076.83,0.0,4076.83,USD,GROUND
INV-3C4BHU5,C63096,12/07/2024,11306.12,1130.61,12436.73,USD,FREIGHT
INV-742IYR8,C60889,02/14/2025,4653.95,232.7,4886.65,USD,GROUND
INV-6UDSM81,C63250,09/19/2024,6566.22,525.3,7091.52,USD,EXPRESS
INV-ROIPD1Y,C91097,04/16/2024,18295.57,0.0,18295.57,USD,EXPRESS
INV-C1NUK0U,C87356,12/30/2024,7166.46,573.32,7739.78,USD,EXPRESS
INV-FPBCMBY,C99808,04/23/2025,4233.84,211.69,4445.53,USD,GROUND
INV-DVYHGPQ,C83350,03/24/2024,25424.12,0.0,25424.12,USD,FREIGHT
INV-NK03Z9L,C86029,10/27/2024,3425.1,171.25,3596.35,USD,GROUND
INV-3CJ9QD5,C49018,01/19/2025,40302.94,2015.15,42318.09,USD,FREIGHT
INV-Z33TPGT,C28306,06/14/2025,3446.67,172.33,3619.0,USD,GROUND
INV-FU2H8T8,C83350,04/17/2024,9671.62,773.73,10445.35,USD,2DAY
INV-58N1QGW,C94736,01/26/2025,10173.66,508.68,10682.34,USD,EXPRESS
INV-WPX7FEU,C63096,02/24/2024,1152.63,0.0,1152.63,USD,GROUND
INV-40S6AFP,C83948,07/22/2024,4494.01,359.52,4853.53,USD,GROUND
INV-4GKRZ8M,C25055,03/23/2024,18182.33,1818.23,20000.56,USD,EXPRESS
INV-KLNMTID,C51553,01/17/2025,1632.83,0.0,1632.83,USD,GROUND
INV-PKYFSUV,C98399,06/12/2024,10603.37,1060.34,11663.71,USD,FREIGHT
INV-2EI0K00,C73720,06/12/2025,9575.68,0.0,9575.68,USD,2DAY
INV-M6P29AF,C33266,12/12/2024,4906.98,392.56,5299.54,USD,GROUND
INV-1RA3SG1,C24911,10/18/2024,3434.79,171.74,3606.53,USD,GROUND
INV-6JTJEIY,C77577,10/02/2025,7126.9,570.15,7697.05,USD,2DAY
INV-IYEOOMM,C64279,09/21/2025,5838.08,467.05,6305.13,USD,EXPRESS
INV-L5ANZE9,C77726,11/10/2024,5051.2,252.56,5303.76,USD,2DAY
INV-U5ZLME6,C72495,06/12/2025,7075.01,0.0,7075.01,USD,EXPRESS
INV-D6G16N1,C16655,06/01/2024,15443.13,0.0,15443.13,USD,EXPRESS
INV-K63Z5B7,C14637,10/14/2025,4861.86,388.95,5250.81,USD,GROUND
INV-E1OP3S5,C78191,03/22/2025,1843.22,92.16,1935.38,USD,GROUND
INV-RVUG3XM,C78191,08/23/2025,6550.0,524.0,7074.0,USD,2DAY
INV-52VHXPC,C56067,12/09/2025,4846.0,0.0,4846.0,USD,GROUND
INV-G04TYI8,C25055,11/26/2025,4081.79,0.0,4081.79,USD,GROUND
INV-PBLC5KT,C03366,02/22/2024,3809.27,380.93,4190.2,USD,GROUND
INV-XQWHBEW,C81739,01/07/2024,2481.82,124.09,2605.91,USD,2DAY
INV-77KGY90,C82971,04/14/2024,28110.41,0.0,28110.41,USD,FREIGHT
INV-8POIHV7,C92842,06/11/2024,4357.67,0.0,4357.67,USD,GROUND
INV-UN6BFNT,C43677,04/27/2025,2244.9,224.49,2469.39,USD,GROUND
INV-U5EKN2S,C64279,07/08/2025,2385.9,190.87,2576.77,USD,GROUND
INV-38EMWHF,C25055,12/07/2024,32396.06,1619.8,34015.86,USD,FREIGHT
INV-ZXF7HND,C25055,12/15/2025,9447.9,0.0,9447.9,USD,2DAY
INV-AWP43NT,C82971,02/06/2025,16691.95,1335.36,18027.31,USD,EXPRESS
INV-1L49DRL,C97785,04/28/2024,33953.76,1697.69,35651.45,USD,FREIGHT
INV-ZJAC3B0,C15978,01/28/2025,5111.79,511.18,5622.97,USD,2DAY
INV-H69N63Q,C08929,05/19/2024,3827.66,0.0,3827.66,USD,GROUND
INV-MSXRDU2,C15499,07/05/2025,30165.2,1508.26,31673.46,USD,FREIGHT
INV-SL4E46C,C94736,02/10/2025,6651.81,665.18,7316.99,USD,2DAY
INV-L8XU4U5,C29210,10/02/2024,5173.28,413.86,5587.14,USD,EXPRESS
INV-3QLZZ3V,C80551,10/11/2024,4738.57,473.86,5212.43,USD,GROUND
INV-M3G97KX,C73720,06/09/2024,8442.23,844.22,9286.45,USD,2DAY
INV-JBXPGIT,C80551,01/06/2025,1572.79,0.0,1572.79,USD,GROUND
INV-9VJG0GO,C82971,10/05/2025,9611.09,480.55,10091.64,USD,EXPRESS
INV-56SB8SG,C80551,10/13/2025,3258.53,260.68,3519.21,USD,GROUND
INV-QW3P2HE,C17172,07/17/2025,10189.42,0.0,10189.42,USD,FREIGHT
INV-Y3QYIZZ,C99892,06/25/2024,15940.58,1594.06,17534.64,USD,EXPRESS
INV-DGCJVN9,C24911,05/16/2024,3808.77,380.88,4189.65,USD,GROUND
INV-91D4EOA,C14175,03/30/2024,3073.85,307.38,3381.23,USD,GROUND
INV-300AFLF,C14637,01/10/2024,1377.83,0.0,1377.83,USD,GROUND
INV-NWCILGD,C47375,11/21/2025,4973.12,0.0,4973.12,USD,GROUND
INV-YI9BPE3,C10456,06/01/2024,7121.07,712.11,7833.18,USD,EXPRESS
INV-Q12HN7O,C94736,12/17/2024,4551.51,455.15,5006.66,USD,GROUND
INV-U807LMN,C25055,01/05/2025,4584.67,229.23,4813.9,USD,2DAY
INV-5YEMKYY,C14175,09/25/2024,2528.3,126.42,2654.72,USD,GROUND
INV-ZWL09C2,C17754,09/17/2024,4797.61,239.88,5037.49,USD,GROUND
INV-PSUXDGC,C86178,08/02/2024,16223.99,811.2,17035.19,USD,EXPRESS
INV-N9S75LS,C99808,08/31/2025,1505.84,75.29,1581.13,USD,GROUND
INV-VNLL7G3,C15499,02/03/2025,3344.62,334.46,3679.08,USD,GROUND
INV-1NYJXUZ,C83350,09/10/2024,3583.66,0.0,3583.66,USD,GROUND
INV-I7K84AK,C28306,07/21/2025,2556.1,127.81,2683.91,USD,GROUND
INV-TWYYXSV,C78191,07/19/2025,3959.95,396.0,4355.95,USD,GROUND
INV-8AKHCB9,C03366,03/27/2024,3875.48,0.0,3875.48,USD,GROUND
INV-0EA6OMU,C77577,08/20/2024,2435.88,0.0,2435.88,USD,GROUND
INV-J12MF4O,C81739,06/19/2025,1568.43,78.42,1646.85,USD,GROUND
INV-9FRA3D1,C60889,04/08/2025,3818.54,190.93,4009.47,USD,GROUND
INV-MVO5PO8,C82971,03/12/2025,19234.35,0.0,19234.35,USD,EXPRESS
INV-AMXAHLF,C94736,01/23/2024,3567.76,356.78,3924.54,USD,GROUND
INV-JIVBQAI,C14175,10/18/2024,2470.74,247.07,2717.81,USD,GROUND
INV-2UM7QL1,C84879,05/12/2024,10219.12,1021.91,11241.03,USD,EXPRESS
INV-P4FSRWW,C57382,06/16/2024,7965.32,637.23,8602.55,USD,2DAY
INV-XW3CGD2,C83948,03/11/2025,6245.2,0.0,6245.2,USD,EXPRESS
INV-2FICXD5,C16655,06/03/2024,2611.84,0.0,2611.84,USD,GROUND
INV-NLR4AB2,C15978,09/04/2025,19945.71,0.0,19945.71,USD,EXPRESS
INV-U8Y4AHN,C17172,08/26/2024,3987.81,319.02,4306.83,USD,GROUND
INV-8T6C672,C80551,07/24/2024,11311.81,904.94,12216.75,USD,EXPRESS
INV-3X2PYOD,C99808,10/10/2024,6935.21,693.52,7628.73,USD,EXPRESS
INV-DA4FEXI,C28306,07/22/2025,28270.45,2261.64,30532.09,USD,FREIGHT
INV-YX5YVEU,C56067,09/10/2024,3127.58,0.0,3127.58,USD,2DAY
INV-9LXGM24,C72495,08/23/2025,4137.76,206.89,4344.65,USD,GROUND
INV-EX853PF,C73720,08/22/2025,12654.1,1265.41,13919.51,USD,EXPRESS
INV-1NFDMPE,C82971,08/06/2024,8471.84,847.18,9319.02,USD,2DAY
INV-YEFZHZ1,C47375,11/07/2024,3879.11,0.0,3879.11,USD,GROUND
INV-ARUUUH8,C11386,02/22/2025,17550.97,1404.08,18955.05,USD,EXPRESS
INV-MNSPGJZ,C16655,07/01/2024,3525.77,352.58,3878.35,USD,GROUND
INV-CQSA33U,C11386,09/22/2025,13726.85,0.0,13726.85,USD,EXPRESS
INV-2J4KTK0,C82971,08/16/2024,4303.12,430.31,4733.43,USD,GROUND
INV-UVXKEI3,C14175,09/13/2025,6706.91,335.35,7042.26,USD,2DAY
INV-6R35K49,C57382,08/17/2024,4463.35,0.0,4463.35,USD,2DAY
INV-CR0E5OV,C25055,08/23/2025,1440.88,0.0,1440.88,USD,GROUND
INV-7YRRR2O,C83350,08/29/2024,1499.95,150.0,1649.95,USD,GROUND
INV-9X6IFO6,C83350,06/26/2025,4519.23,0.0,4519.23,USD,GROUND
INV-Q0XRQSA,C24911,09/19/2025,37673.34,0.0,37673.34,USD,FREIGHT
INV-7YCE2D2,C03366,04/05/2025,16908.13,1690.81,18598.94,USD,EXPRESS
INV-MGLH7MS,C86178,07/20/2024,1576.2,78.81,1655.01,USD,GROUND
INV-RBKN14V,C35443,04/15/2025,6565.26,328.26,6893.52,USD,2DAY
INV-ZKH5ZP0,C64279,03/21/2025,4120.47,412.05,4532.52,USD,GROUND
INV-54YDIB3,C20405,01/28/2024,1425.86,71.29,1497.15,USD,GROUND
INV-2VGCMHM,C56067,11/23/2024,2980.69,0.0,2980.69,USD,GROUND
INV-DWDE9Z5,C91097,06/24/2025,2908.96,0.0,2908.96,USD,GROUND
INV-SXC3EXT,C77577,09/28/2024,12173.31,1217.33,13390.64,USD,FREIGHT
INV-W8SYAK9,C93089,02/10/2025,5397.65,539.76,5937.41,USD,EXPRESS
INV-2518P6J,C17754,12/31/2024,4910.4,245.52,5155.92,USD,GROUND
INV-XB1KEBP,C60889,09/07/2025,2373.07,0.0,2373.07,USD,GROUND
INV-58NRQHF,C97125,04/09/2025,1276.11,0.0,1276.11,USD,GROUND
INV-9N8YSEB,C97785,09/27/2024,9557.26,764.58,10321.84,USD,2DAY
INV-Z24LHNU,C16655,10/23/2024,3858.63,192.93,4051.56,USD,2DAY
INV-SE4I3BI,C22659,02/08/2025,2534.45,0.0,2534.45,USD,GROUND
INV-8G6GAE9,C11386,01/07/2024,5043.99,504.4,5548.39,USD,2DAY
INV-JAORAJM,C63250,01/06/2025,23864.16,0.0,23864.16,USD,FREIGHT
INV-B9E2SSR,C25055,01/14/2024,10952.33,1095.23,12047.56,USD,EXPRESS
INV-324WZ48,C81739,06/02/2024,4016.51,200.83,4217.34,USD,GROUND
INV-8316HAE,C98399,02/11/2024,5181.58,0.0,5181.58,USD,2DAY
INV-0CVADLG,C97125,10/24/2025,1495.91,149.59,1645.5,USD,GROUND
INV-NO24CX3,C34523,01/23/2025,11439.13,915.13,12354.26,USD,EXPRESS
INV-WY6Z6KJ,C16180,04/05/2025,1272.97,63.65,1336.62,USD,GROUND
INV-SL3VJL5,C17754,06/28/2025,2058.95,102.95,2161.9,USD,GROUND
INV-C3LJ7J1,C82971,11/19/2024,4438.1,355.05,4793.15,USD,GROUND
INV-WSQ6GQC,C17172,09/09/2025,1204.11,60.21,1264.32,USD,GROUND
INV-VQG1S1T,C94929,03/12/2024,15649.2,1251.94,16901.14,USD,EXPRESS
INV-5JTQ83P,C77726,01/03/2024,2024.25,101.21,2125.46,USD,GROUND
INV-KJX8QEW,C94736,02/08/2025,3756.53,300.52,4057.05,USD,GROUND
INV-O3S0BSP,C77726,10/08/2025,2414.33,241.43,2655.76,USD,GROUND
INV-LVTWWJR,C94929,05/23/2024,3762.35,376.24,4138.59,USD,GROUND
INV-58DOGZ9,C20405,04/26/2025,2471.64,247.16,2718.8,USD,2DAY
INV-2CMV43K,C86029,07/10/2025,5462.7,0.0,5462.7,USD,2DAY
INV-AWY8WH9,C98399,06/03/2025,3094.11,154.71,3248.82,USD,GROUND
INV-NYLOP7B,C86178,12/11/2024,3224.46,257.96,3482.42,USD,GROUND
INV-UKMUEVT,C82971,11/28/2025,17011.55,1701.15,18712.7,USD,EXPRESS
INV-HPDCNQW,C15978,12/07/2025,2977.06,238.16,3215.22,USD,GROUND
INV-CDIHZCM,C43677,11/15/2024,10739.54,1073.95,11813.49,USD,EXPRESS
INV-FFW3RNF,C99808,12/25/2024,24232.67,2423.27,26655.94,USD,FREIGHT
INV-FSGFGFX,C34523,05/20/2024,3434.66,274.77,3709.43,USD,GROUND
INV-AF61RD9,C99808,05/29/2025,11045.98,552.3,11598.28,USD,EXPRESS
INV-WYC5O41,C77577,06/05/2025,1960.29,98.01,2058.3,USD,GROUND
INV-JA9NBGK,C11386,09/13/2024,2076.1,0.0,2076.1,USD,GROUND
INV-4YYXTUG,C82971,12/25/2024,19782.24,0.0,19782.24,USD,EXPRESS
INV-PE7WYRM,C56067,05/14/2025,1575.19,126.02,1701.21,USD,GROUND
INV-ZTS1DC3,C28306,01/16/2025,4967.81,248.39,5216.2,USD,GROUND
INV-EZ56X29,C16655,01/05/2025,8321.66,832.17,9153.83,USD,EXPRESS
INV-1ZQW16Z,C81739,06/16/2024,4353.95,217.7,4571.65,USD,GROUND
INV-TX7RRGF,C10456,08/29/2024,3480.8,174.04,3654.84,USD,GROUND
INV-7MPE1R3,C14637,12/14/2025,46444.41,3715.55,50159.96,USD,FREIGHT
INV-WIHJHZ8,C63096,04/17/2025,9285.92,464.3,9750.22,USD,EXPRESS
INV-NVLAIZK,C99892,02/22/2025,3425.21,342.52,3767.73,USD,GROUND
INV-IG9OBUE,C17754,12/10/2025,2979.58,297.96,3277.54,USD,GROUND
INV-ZVZGL80,C83350,03/16/2024,39504.3,1975.22,41479.52,USD,FREIGHT
INV-FJO4S23,C84879,02/11/2024,6814.27,0.0,6814.27,USD,EXPRESS
INV-UNXKDUN,C51553,10/24/2025,2587.0,129.35,2716.35,USD,GROUND
INV-KH2EKLX,C83350,01/29/2025,16952.43,1356.19,18308.62,USD,EXPRESS
INV-WKNBJ5Q,C16655,12/17/2025,3582.61,358.26,3940.87,USD,GROUND
INV-Z4S4WEC,C98399,12/04/2025,10136.18,1013.62,11149.8,USD,EXPRESS
INV-28CER7C,C92842,04/07/2025,46884.2,4688.42,51572.62,USD,FREIGHT
INV-PNGTPPM,C98672,03/15/2025,7679.62,0.0,7679.62,USD,2DAY
INV-VE2RRXI,C77726,10/04/2024,8605.83,0.0,8605.83,USD,2DAY
INV-NMXU6SE,C99892,02/03/2025,3775.4,377.54,4152.94,USD,GROUND
INV-79Q0O0C,C21531,10/29/2024,7640.81,382.04,8022.85,USD,EXPRESS
INV-95WUGS7,C15978,12/29/2025,1134.53,56.73,1191.26,USD,GROUND
INV-ISBOE22,C51553,08/23/2025,3666.43,293.31,3959.74,USD,2DAY
INV-U8O4FUJ,C15978,07/28/2024,19333.93,0.0,19333.93,USD,EXPRESS
INV-OZ8MECK,C70464,09/12/2024,4506.19,360.5,4866.69,USD,GROUND
INV-GP7MD08,C22659,02/23/2024,2422.17,121.11,2543.28,USD,GROUND
INV-OBIXRL3,C22659,03/19/2024,6143.32,307.17,6450.49,USD,EXPRESS
INV-HCK947H,C17172,08/02/2025,2636.8,263.68,2900.48,USD,GROUND
INV-DR0SRT5,C98672,11/13/2024,4652.86,372.23,5025.09,USD,GROUND
INV-OD22H7N,C93089,04/08/2024,4485.77,0.0,4485.77,USD,GROUND
INV-SZJGUHM,C20405,01/01/2024,2881.67,0.0,2881.67,USD,GROUND
INV-Z4MY6TV,C98399,01/13/2024,7930.69,793.07,8723.76,USD,2DAY
INV-HMPBIHH,C83948,11/06/2025,7860.69,786.07,8646.76,USD,EXPRESS
INV-MCMS2F5,C97125,10/20/2025,3066.51,306.65,3373.16,USD,GROUND
INV-4TJGV9T,C99892,09/01/2025,4020.71,402.07,4422.78,USD,GROUND
INV-CZVIYSH,C84879,02/17/2025,4744.78,0.0,4744.78,USD,GROUND
INV-F4702RY,C99808,01/04/2024,4030.21,403.02,4433.23,USD,GROUND
INV-4LW1YM3,C98399,02/24/2025,2415.52,120.78,2536.3,USD,GROUND
INV-7CDDJJS,C82971,05/02/2025,17180.88,1718.09,18898.97,USD,EXPRESS
INV-QS0SMXQ,C29210,01/17/2024,2825.64,282.56,3108.2,USD,GROUND
INV-CWQZTAD,C83948,08/21/2025,8227.86,0.0,8227.86,USD,EXPRESS
INV-D3W7L7P,C35443,11/02/2024,2948.31,294.83,3243.14,USD,GROUND
INV-RKKVKCR,C87356,06/11/2025,13002.55,1300.26,14302.81,USD,EXPRESS
INV-LQ5Q23E,C16655,04/11/2024,4615.11,461.51,5076.62,USD,GROUND
INV-6FHDB2O,C51553,12/23/2024,21455.51,2145.55,23601.06,USD,FREIGHT
INV-IQR9Q74,C98399,12/04/2024,3721.3,186.07,3907.37,USD,GROUND
INV-R8G1CD1,C92842,06/25/2024,2033.59,0.0,2033.59,USD,GROUND
INV-QYL8HEF,C33266,06/20/2024,1549.13,0.0,1549.13,USD,GROUND
INV-3ZJ51D5,C24911,11/20/2025,3578.28,178.91,3757.19,USD,GROUND
INV-K89E4SH,C25055,09/24/2025,5651.03,0.0,5651.03,USD,EXPRESS
INV-85ESEW1,C33266,05/10/2025,2828.02,0.0,2828.02,USD,GROUND
INV-IZM57EC,C86029,06/13/2025,1940.08,155.21,2095.29,USD,GROUND
INV-APD20HN,C33266,11/08/2025,6142.41,0.0,6142.41,USD,2DAY
INV-78MI5R3,C94929,05/22/2024,19863.95,1589.12,21453.07,USD,FREIGHT
INV-HS77OMO,C99808,01/17/2024,2814.4,0.0,2814.4,USD,GROUND
INV-TJKMLEB,C11386,08/25/2024,3890.5,311.24,4201.74,USD,GROUND
INV-K331L7H,C83350,05/07/2024,1493.21,119.46,1612.67,USD,GROUND
INV-NIDXXTJ,C64279,11/16/2025,2238.56,111.93,2350.49,USD,GROUND
INV-8JF969H,C87356,02/29/2024,15707.96,785.4,16493.36,USD,EXPRESS
INV-P0VWK5V,C77726,01/02/2024,19597.86,979.89,20577.75,USD,EXPRESS
INV-YCXU6AK,C78191,01/26/2024,18927.14,946.36,19873.5,USD,EXPRESS
INV-KOKILHM,C94929,02/28/2025,3801.47,304.12,4105.59,USD,2DAY
INV-F1ZJW6N,C94736,09/23/2025,4749.33,0.0,4749.33,USD,GROUND
INV-9IQ6Q7E,C72495,05/06/2024,9675.63,483.78,10159.41,USD,2DAY
INV-2YUJ72L,C15978,01/31/2025,2392.05,119.6,2511.65,USD,2DAY
INV-XPIABSG,C33266,10/16/2025,13350.79,667.54,14018.33,USD,EXPRESS
INV-D6XNUFX,C91097,09/13/2024,4523.37,452.34,4975.71,USD,2DAY
INV-SDFXYXA,C91097,11/13/2024,2400.36,240.04,2640.4,USD,GROUND
INV-GPCSVMO,C86029,03/27/2025,23789.85,2378.99,26168.84,USD,FREIGHT
INV-3ZZDOZC,C93089,08/06/2025,8452.16,422.61,8874.77,USD,2DAY
INV-6V454IO,C84879,10/03/2025,9345.46,934.55,10280.01,USD,2DAY
INV-GPLAVN5,C78191,05/20/2024,3822.65,305.81,4128.46,USD,GROUND
INV-8WVG9R9,C86029,09/26/2025,5033.46,402.68,5436.14,USD,2DAY
INV-1MWD641,C22659,08/13/2024,1666.93,133.35,1800.28,USD,GROUND
INV-4IQUN9M,C51553,03/06/2024,1255.13,0.0,1255.13,USD,GROUND
INV-TT34547,C11386,02/07/2024,8777.12,702.17,9479.29,USD,2DAY
INV-E294VRY,C03366,09/24/2025,2281.04,114.05,2395.09,USD,GROUND
INV-4HJ126U,C24911,02/04/2024,2273.69,227.37,2501.06,USD,GROUND
INV-S1PHN81,C60889,09/15/2024,38879.12,3110.33,41989.45,USD,FREIGHT
INV-UFYL91P,C94736,03/21/2024,8181.5,818.15,8999.65,USD,2DAY
INV-S6R3M87,C87356,08/17/2025,1020.58,51.03,1071.61,USD,GROUND
INV-JAVI2G1,C43677,05/14/2025,4386.33,350.91,4737.24,USD,GROUND
INV-EGQ65AM,C99808,01/18/2024,4304.38,0.0,4304.38,USD,GROUND
INV-JOCO23M,C33266,11/30/2025,1043.64,83.49,1127.13,USD,GROUND
INV-TAEJ9RE,C51553,03/21/2025,8159.48,0.0,8159.48,USD,EXPRESS
INV-BZ44FJH,C77726,09/02/2025,8838.14,707.05,9545.19,USD,EXPRESS
INV-MHQ7Z1S,C34523,04/29/2025,8742.62,437.13,9179.75,USD,2DAY
INV-ALKJA4C,C14637,06/12/2024,2159.81,215.98,2375.79,USD,2DAY
INV-03OWJBA,C91097,07/13/2024,18213.49,1821.35,20034.84,USD,EXPRESS
INV-LESGMKZ,C47375,09/18/2025,2546.82,127.34,2674.16,USD,GROUND
INV-FR7AULF,C72495,01/18/2024,2208.34,0.0,2208.34,USD,GROUND
INV-KLRNIEX,C51553,03/29/2025,3896.47,389.65,4286.12,USD,GROUND
INV-XZV8WY6,C93089,03/15/2024,13615.86,680.79,14296.65,USD,EXPRESS
INV-KKT98OU,C24911,09/24/2024,4851.67,485.17,5336.84,USD,GROUND
INV-AS6MRNR,C77726,09/09/2025,3252.28,0.0,3252.28,USD,GROUND
INV-AIPMCDF,C70464,10/23/2025,3653.53,182.68,3836.21,USD,GROUND
INV-O5Y3REO,C24911,04/13/2025,14644.54,0.0,14644.54,USD,EXPRESS
INV-CDEB9E2,C63250,02/18/2024,13715.38,0.0,13715.38,USD,EXPRESS
INV-Z48ER58,C99808,12/28/2025,4960.13,496.01,5456.14,USD,GROUND
INV-6YRJT86,C56067,05/18/2025,2705.83,270.58,2976.41,USD,2DAY
INV-PLJ6X9E,C09581,12/22/2025,4758.03,380.64,5138.67,USD,GROUND
INV-DHJUZ2B,C57382,02/04/2024,2190.81,219.08,2409.89,USD,2DAY
INV-774I4E9,C20405,09/26/2025,1918.75,153.5,2072.25,USD,GROUND
INV-Y0ZI9N3,C49018,12/21/2025,1282.33,64.12,1346.45,USD,GROUND
INV-MAOHL1E,C20405,02/17/2024,4697.97,234.9,4932.87,USD,GROUND
INV-12U89FR,C84879,12/15/2024,17295.81,0.0,17295.81,USD,EXPRESS
INV-03SATLR,C14175,09/24/2025,15596.26,1559.63,17155.89,USD,EXPRESS
INV-E6U50EG,C98399,09/30/2024,8678.72,694.3,9373.02,USD,EXPRESS
INV-LPY605X,C16180,06/13/2024,8065.85,403.29,8469.14,USD,2DAY
INV-RR0PEJB,C77577,05/30/2025,2868.07,286.81,3154.88,USD,GROUND
INV-6TR3Y7V,C49018,07/02/2025,1380.39,69.02,1449.41,USD,GROUND
INV-9JI4ZUF,C10456,04/23/2025,8329.21,832.92,9162.13,USD,2DAY
INV-XXLJQEM,C97785,09/11/2025,2672.52,0.0,2672.52,USD,GROUND
INV-IZOELAA,C51553,05/29/2024,4610.9,230.54,4841.44,USD,GROUND
INV-LD34C65,C86178,11/26/2024,24232.33,1938.59,26170.92,USD,FREIGHT
INV-N0FOV8C,C97785,09/16/2024,2360.26,0.0,2360.26,USD,GROUND
INV-8B41WBM,C15499,02/08/2024,2444.42,244.44,2688.86,USD,GROUND
INV-S7NI337,C56067,04/11/2024,9356.23,748.5,10104.73,USD,2DAY
INV-L4DUWX8,C63250,03/11/2025,14943.04,1494.3,16437.34,USD,FREIGHT
INV-UCQYZ6J,C99892,10/19/2025,1579.08,157.91,1736.99,USD,GROUND
INV-ELCH541,C86178,01/26/2024,9678.26,483.91,10162.17,USD,2DAY
INV-E42L4TD,C43677,07/10/2024,4870.97,389.68,5260.65,USD,GROUND
INV-P3ADTHL,C03366,06/09/2024,3817.88,190.89,4008.77,USD,GROUND
INV-GMQ1PQU,C78191,09/16/2025,1991.07,159.29,2150.36,USD,GROUND
INV-G1NW4IS,C35443,12/16/2025,5900.9,295.05,6195.95,USD,2DAY
INV-U3T05KQ,C25055,03/25/2024,18676.37,1867.64,20544.01,USD,EXPRESS
INV-5C4OYLX,C97125,11/03/2024,5886.74,294.34,6181.08,USD,2DAY
INV-R6ZUQ2X,C86178,03/16/2025,1934.7,154.78,2089.48,USD,GROUND
INV-JA483QP,C72495,02/02/2024,17661.97,1412.96,19074.93,USD,EXPRESS
INV-2OMQJBB,C09581,12/28/2025,9142.13,457.11,9599.24,USD,2DAY
INV-4794V9R,C86178,10/06/2025,7014.24,561.14,7575.38,USD,EXPRESS
INV-OK8SB90,C94736,08/12/2025,18809.12,1880.91,20690.03,USD,FREIGHT
INV-FYYX3VW,C15499,05/28/2025,17344.02,0.0,17344.02,USD,EXPRESS
INV-Y7U8MJN,C73720,03/19/2025,9325.42,466.27,9791.69,USD,2DAY
INV-INE26Q7,C63096,12/11/2025,7146.2,357.31,7503.51,USD,EXPRESS
INV-LKUZ72J,C93089,07/07/2025,8630.23,690.42,9320.65,USD,2DAY
INV-Q968P54,C77726,05/05/2025,2550.01,204.0,2754.01,USD,2DAY
INV-4OE7K7H,C20405,10/11/2025,9199.47,459.97,9659.44,USD,EXPRESS
INV-9J1FB6P,C51553,11/13/2024,4197.91,419.79,4617.7,USD,GROUND
INV-XKXETRM,C73720,12/18/2025,2398.96,0.0,2398.96,USD,2DAY
INV-H6PCDP8,C87356,10/31/2024,2045.38,102.27,2147.65,USD,GROUND
INV-K7LU9OF,C11386,09/10/2024,3367.06,269.36,3636.42,USD,GROUND
INV-O2IDK88,C99808,07/09/2024,13029.22,1302.92,14332.14,USD,EXPRESS
INV-ITY987D,C81739,11/13/2024,1342.86,0.0,1342.86,USD,GROUND
INV-V59P356,C49018,12/12/2025,1131.21,0.0,1131.21,USD,GROUND
INV-RVI35Y6,C73720,07/24/2025,4559.97,0.0,4559.97,USD,GROUND
INV-TJQFT41,C22659,05/12/2025,38451.66,3076.13,41527.79,USD,FREIGHT
INV-5F79GX2,C81739,09/30/2025,2002.04,100.1,2102.14,USD,GROUND
INV-I3DQH33,C15978,01/18/2025,3897.7,389.77,4287.47,USD,GROUND
INV-N6EHZH2,C09581,07/16/2025,5042.91,504.29,5547.2,USD,2DAY
INV-NEDHN1W,C17754,02/19/2024,6692.98,334.65,7027.63,USD,EXPRESS
INV-ZY8Z6AV,C24911,05/24/2025,2379.36,237.94,2617.3,USD,GROUND
INV-K5471RT,C77726,07/13/2025,3020.24,0.0,3020.24,USD,GROUND
INV-X06KZEC,C78191,05/28/2024,8048.19,643.86,8692.05,USD,EXPRESS
INV-1SWS61S,C14175,05/14/2024,8469.87,677.59,9147.46,USD,2DAY
INV-HSVLYJR,C24911,05/19/2025,2009.87,160.79,2170.66,USD,GROUND
INV-99PKP56,C63096,07/21/2024,1352.77,135.28,1488.05,USD,GROUND
INV-K391VKB,C21531,08/06/2025,13088.87,654.44,13743.31,USD,EXPRESS
INV-RW52RD6,C15499,07/20/2025,11109.72,0.0,11109.72,USD,EXPRESS
INV-BTA9GS1,C93089,03/14/2024,30205.5,0.0,30205.5,USD,FREIGHT
INV-YNS2WSQ,C94736,04/03/2024,8843.17,707.45,9550.62,USD,EXPRESS
INV-M03PP6I,C15978,11/09/2024,10506.25,0.0,10506.25,USD,EXPRESS
INV-ZU3VDI8,C51553,03/18/2025,9308.66,744.69,10053.35,USD,2DAY
INV-Z7XTTTZ,C94736,07/13/2025,4989.98,249.5,5239.48,USD,2DAY
INV-65P1NEJ,C03366,05/24/2024,2586.8,258.68,2845.48,USD,GROUND
INV-0N6H7U6,C25055,07/26/2024,5949.09,475.93,6425.02,USD,2DAY
INV-Z5CWKKA,C02145,06/29/2024,3256.19,0.0,3256.19,USD,GROUND
INV-9IUE75A,C81739,02/15/2024,19969.33,0.0,19969.33,USD,EXPRESS
