invoice_id,client_id,invoice_date,amount,currency,shipment_type
INV-LJJR74A,C99892,20-Jun-2025,2639.95,USD,GROUND
INV-VV7M5FV,C73720,09/09/2025,18921.62,USD,EXPRESS
INV-K3DV4P8,C78191,31-May-2025,4521.67,USD,2DAY
INV-5UTSSY7,C77726,2024-12-22,29339.94,USD,FREIGHT
INV-MIRLWUJ,C16180,09/16/2025,3181.44,USD,2DAY
INV-TMQ5G07,C60889,2024/01/12,24605.92,USD,FREIGHT
INV-8NA5LLO,C63250,2024/10/15,17901.28,USD,EXPRESS
INV-MCD0PQ1,C20405,10/05/2024,6456.27,USD,2DAY
INV-BR6SDO8,C25055,10-Dec-2025,12052.63,USD,EXPRESS
INV-4YHFQFT,C10456,13-Oct-2025,3507.5,USD,2DAY
INV-SIPGK57,C56067,2024-11-10,4050.82,USD,GROUND
INV-W48NZZA,C16180,04/07/2024,3738.74,USD,GROUND
INV-PO138QG,C63096,"Feb 06, 2024",2432.17,USD,2DAY
INV-C9EJZNH,C25055,09-Mar-2025,19111.82,USD,EXPRESS
INV-DSD9ONR,C21531,02/03/2024,1382.36,USD,GROUND
INV-ICB87LQ,C70464,2024-05-21,4207.79,USD,GROUND
INV-MWMLZN3,C14175,2025-11-19,1560.11,USD,GROUND
INV-G1AMDAL,C77726,2024/05/16,48435.89,USD,FREIGHT
INV-PA5QSHX,C22659,02/14/2024,7369.47,USD,2DAY
INV-VDLBDRO,C14175,"Jan 07, 2025",2581.03,USD,2DAY
INV-L9JRQD8,C43677,04/13/2025,3301.48,USD,GROUND
INV-RHUFCFS,C77577,10/10/2025,3161.26,USD,GROUND
INV-9RDNMQQ,C11386,05/18/2025,3364.08,USD,GROUND
INV-C6K44S9,C21531,2025-08-16,2274.52,USD,GROUND
INV-OKSG556,C86178,10-Oct-2025,1512.63,USD,GROUND
INV-J0OJUM0,C63250,2024-07-22,4394.71,USD,GROUND
INV-TA8VAEC,C64279,"Jun 01, 2025",5758.77,USD,EXPRESS
INV-BI2UEHM,C94929,2025/08/17,13966.59,USD,EXPRESS
INV-HRN7DZ1,C98399,"Mar 26, 2024",4040.35,USD,GROUND
INV-WWUA5W7,C56067,04/13/2024,3865.54,USD,GROUND
INV-HBQ2DYU,C20405,12/31/2024,1717.38,USD,GROUND
INV-2I2TU0H,C16655,26-Mar-2024,4210.93,USD,GROUND
INV-970QK3R,C35443,02-Aug-2024,2360.12,USD,GROUND
INV-RLH497R,C86029,"Oct 20, 2025",3216.2,USD,GROUND
INV-X6P9YYU,C94736,2025/01/25,4686.58,USD,GROUND
INV-OMF9WCN,C16655,2025-10-02,2349.59,USD,GROUND
INV-65NLUS4,C72495,2025-08-10,13874.85,USD,EXPRESS
INV-2H7829D,C87356,22-Jun-2025,3540.34,USD,GROUND
INV-5YMQZ3U,C11386,2025/11/28,17595.67,USD,EXPRESS
INV-M3QTPVM,C84879,"Jan 17, 2024",1401.03,USD,GROUND
INV-WF7ZKSY,C25055,2024-11-16,1910.05,USD,GROUND
INV-D6ULFL2,C43677,08/28/2025,1154.82,USD,GROUND
INV-V4KQXWK,C86029,2024-04-22,2966.39,USD,GROUND
INV-UJ97UXO,C21531,"Sep 24, 2025",11986.86,USD,FREIGHT
INV-V2ISX7P,C17172,"Jan 31, 2024",2695.43,USD,GROUND
INV-QVG7DUI,C77726,18-Nov-2025,19907.54,USD,EXPRESS
INV-DQFZ380,C43677,12/20/2025,49761.05,USD,FREIGHT
INV-H4S6TU3,C25055,08/14/2024,8349.21,USD,EXPRESS
INV-910D32Y,C99892,"Jan 03, 2024",4408.02,USD,GROUND
INV-9ALL5GW,C29210,10/23/2024,2190.85,USD,GROUND
INV-S7T0EBX,C56067,"Dec 26, 2024",1523.53,USD,GROUND
INV-IVR9STP,C47375,"Jan 06, 2025",7449.13,USD,2DAY
INV-9GDKD4O,C09581,10-Oct-2024,9974.76,USD,2DAY
INV-9BFQGQO,C14637,10-Jan-2025,19628.02,USD,EXPRESS
INV-UTW1SET,C57382,2024-10-24,13798.74,USD,EXPRESS
INV-M8FF9A5,C34523,2024-02-14,4367.86,USD,GROUND
INV-T774EZN,C86029,"Aug 15, 2025",4774.32,USD,GROUND
INV-6QBJU7R,C77726,21-Dec-2024,7433.14,USD,2DAY
INV-FWV2IGM,C91097,"May 04, 2025",16615.2,USD,EXPRESS
INV-MEI4S3J,C87356,07-Aug-2025,5568.52,USD,2DAY
INV-42X7N3U,C08929,19-Feb-2024,4692.28,USD,GROUND
INV-GR4Z8DJ,C70464,2025-07-03,8906.87,USD,EXPRESS
INV-N4VOWYJ,C63096,2025/02/26,34953.87,USD,FREIGHT
INV-SMQBQ52,C22659,2024-08-22,1779.36,USD,GROUND
INV-8SYB0XY,C84879,03/04/2024,15327.27,USD,EXPRESS
INV-291SULQ,C56067,07/22/2025,1602.49,USD,GROUND
INV-YNDHT75,C64279,"Sep 17, 2025",39151.7,USD,FREIGHT
INV-RG7D4ZH,C84879,"Sep 03, 2024",2050.61,USD,GROUND
INV-QAKU8UE,C83948,"Jun 17, 2024",2085.74,USD,GROUND
INV-1C5BAG9,C28306,"May 14, 2025",1675.9,USD,GROUND
INV-VYQT4C0,C15499,2025/02/27,2685.14,USD,GROUND
INV-UTJ30AW,C99808,2025-12-23,2214.69,USD,GROUND
INV-9A59WGR,C63096,2024-09-02,9825.5,USD,EXPRESS
INV-A0WC26Q,C72495,2024-03-04,5586.42,USD,2DAY
INV-25TG0N9,C83350,09/23/2025,16349.69,USD,EXPRESS
INV-G55IFXM,C28306,"Jun 17, 2025",3041.34,USD,GROUND
INV-2ZD0IKG,C91097,09/26/2024,4320.74,USD,GROUND
INV-TL7GROQ,C29210,2024/10/20,2952.64,USD,GROUND
INV-3TLJWN0,C99808,2025-09-01,3914.51,USD,GROUND
INV-FLIF1PP,C03366,04/02/2025,16885.98,USD,EXPRESS
INV-FMJGPTF,C98399,"Feb 16, 2024",9006.76,USD,2DAY
INV-KFCOS5R,C09581,02/17/2025,19340.23,USD,EXPRESS
INV-PQBL1IN,C98672,2025-05-14,4179.59,USD,GROUND
INV-42XIAD9,C11386,2025/05/24,9566.97,USD,EXPRESS
INV-3IGEGZJ,C49018,05/25/2025,7252.8,USD,2DAY
INV-NA5U3II,C16180,06/26/2024,3600.51,USD,GROUND
INV-RYYOQIR,C25055,2024/01/09,6055.08,USD,EXPRESS
INV-CWYBN2N,C86178,2024/08/20,1848.42,USD,GROUND
INV-ZSO2WVY,C35443,"Jun 11, 2024",4783.46,USD,GROUND
INV-DVGZOKW,C35443,2024/04/14,3324.54,USD,2DAY
INV-OAOX3YL,C35443,2024-08-10,3061.75,USD,GROUND
INV-B3D4URI,C77726,31-May-2024,2756.79,USD,GROUND
INV-ZHBVB1W,C94929,2024/10/22,3420.38,USD,GROUND
INV-4G3JLQY,C49018,21-May-2024,16266.9,USD,EXPRESS
INV-VQB7GWV,C64279,2024/01/25,14653.31,USD,EXPRESS
INV-YHMKA89,C83350,04/23/2024,8025.55,USD,EXPRESS
INV-HBASFJQ,C63096,25-Jul-2024,4456.69,USD,GROUND
INV-SROU38D,C93089,2024-05-22,7192.47,USD,2DAY
INV-P1M2XWF,C08929,11/01/2024,15082.03,USD,EXPRESS
INV-4Q2JY1X,C49018,2024-11-22,5353.29,USD,EXPRESS
INV-J971SX4,C33266,10/08/2024,4988.0,USD,GROUND
INV-QFIDFBW,C83350,"Oct 20, 2024",6238.01,USD,2DAY
INV-65NLAM6,C34523,"Mar 05, 2024",1655.74,USD,GROUND
INV-FSAYW4J,C86029,2025/07/15,4752.08,USD,GROUND
INV-8VTZS0A,C83948,21-Aug-2025,8497.66,USD,2DAY
INV-2TINI5Y,C81739,08/06/2024,2838.78,USD,GROUND
INV-Z42N5W9,C91097,01/12/2024,3745.29,USD,GROUND
INV-4YPK1R9,C70464,"Mar 04, 2025",2241.0,USD,GROUND
INV-6MTZXBC,C82971,01/02/2025,2318.08,USD,GROUND
INV-11J2NVV,C03366,2024-07-31,7165.18,USD,EXPRESS
INV-ZKO2FA3,C94929,21-Jun-2024,3717.49,USD,GROUND
INV-W73F33A,C14175,"Oct 28, 2024",5348.96,USD,2DAY
INV-CGSV9HR,C17754,"Jan 05, 2025",31470.92,USD,FREIGHT
INV-TZCB53F,C03366,2024/09/22,1638.4,USD,GROUND
INV-VVWTP3M,C83948,02/10/2025,11400.35,USD,FREIGHT
INV-CN67LTM,C03366,2024/03/17,2073.3,USD,GROUND
INV-K1KDCVQ,C81739,2025/12/29,1858.17,USD,GROUND
INV-Y8AISAN,C16655,2025-09-29,7239.91,USD,2DAY
INV-327L64P,C15978,10/07/2025,4013.98,USD,GROUND
INV-0NI98L8,C20405,2025-07-21,1761.98,USD,GROUND
INV-OBSSZ24,C57382,07-Feb-2024,2919.04,USD,GROUND
INV-1SI39BT,C24911,"Mar 17, 2025",1653.37,USD,GROUND
INV-EGXY69L,C98399,"Sep 01, 2025",1807.7,USD,GROUND
INV-3SDQET0,C97785,2024/03/16,3031.84,USD,GROUND
INV-T562H25,C47375,"Dec 30, 2025",2128.24,USD,GROUND
INV-W1WR3GU,C20405,2025-06-30,2420.45,USD,GROUND
INV-X976VGV,C16180,29-Jun-2024,12473.35,USD,FREIGHT
INV-LTY8JI9,C97125,"Apr 18, 2025",4345.28,USD,GROUND
INV-CRAX971,C14637,2025-06-08,2815.35,USD,GROUND
INV-6MPSCAG,C35443,12/27/2025,2530.43,USD,GROUND
INV-QY4BHUG,C98672,2024-10-07,15300.31,USD,EXPRESS
INV-3EWGEAP,C56067,"Feb 22, 2024",4774.91,USD,GROUND
INV-5GFSV5G,C15499,2025-01-17,9477.99,USD,2DAY
INV-DE1V1S4,C51553,"Oct 07, 2024",13702.02,USD,EXPRESS
INV-U3XAFPT,C78191,"Aug 23, 2024",5883.47,USD,2DAY
INV-JJQ1YD7,C83350,2025/10/09,4279.02,USD,GROUND
INV-IQWEVTG,C10456,"Sep 22, 2025",8551.99,USD,EXPRESS
INV-6ICKW5D,C15978,05/07/2024,2583.18,USD,GROUND
INV-BGAJW6K,C17754,2025/06/01,3538.93,USD,GROUND
INV-PPXSV5L,C99808,2025-08-05,2520.6,USD,GROUND
INV-NAAWQI2,C63096,2024-03-17,13222.68,USD,EXPRESS
INV-M4TQBGH,C92842,2024/08/19,19901.38,USD,EXPRESS
INV-0QRELXA,C43677,02/08/2024,1361.44,USD,GROUND
INV-C9N0G8D,C16180,21-May-2024,6567.27,USD,2DAY
INV-07EKL1H,C99808,10/10/2025,15395.07,USD,FREIGHT
INV-TGJRQ3D,C22659,2025/08/07,10936.52,USD,FREIGHT
INV-MXZTHSQ,C28306,"Jan 29, 2024",3518.39,USD,2DAY
INV-4IMV379,C11386,"Nov 20, 2024",4492.46,USD,GROUND
INV-XHDH6SM,C10456,2024/11/11,8000.29,USD,EXPRESS
INV-BIG3L00,C16180,01/18/2025,3381.35,USD,GROUND
INV-OS4O1JB,C83350,04/12/2024,15567.6,USD,EXPRESS
INV-Z5VLW1X,C86029,05/28/2025,1915.24,USD,GROUND
INV-J8CCAKO,C16655,2025/12/02,1751.05,USD,GROUND
INV-A126S7H,C72495,07/01/2025,4076.83,USD,GROUND
INV-3C4BHU5,C63096,"Dec 07, 2024",11306.12,USD,FREIGHT
INV-742IYR8,C60889,2025/02/14,4653.95,USD,GROUND
INV-6UDSM81,C63250,19-Sep-2024,6566.22,USD,EXPRESS
INV-ROIPD1Y,C91097,04/16/2024,18295.57,USD,EXPRESS
INV-C1NUK0U,C87356,2024-12-30,7166.46,USD,EXPRESS
INV-FPBCMBY,C99808,"Apr 23, 2025",4233.84,USD,GROUND
INV-DVYHGPQ,C83350,03/24/2024,25424.12,USD,FREIGHT
INV-NK03Z9L,C86029,27-Oct-2024,3425.1,USD,GROUND
INV-3CJ9QD5,C49018,19-Jan-2025,40302.94,USD,FREIGHT
INV-Z33TPGT,C28306,2025/06/14,3446.67,USD,GROUND
INV-FU2H8T8,C83350,2024-04-17,9671.62,USD,2DAY
INV-58N1QGW,C94736,26-Jan-2025,10173.66,USD,EXPRESS
INV-WPX7FEU,C63096,02/24/2024,1152.63,USD,GROUND
INV-40S6AFP,C83948,2024-07-22,4494.01,USD,GROUND
INV-4GKRZ8M,C25055,"Mar 23, 2024",18182.33,USD,EXPRESS
INV-KLNMTID,C51553,2025-01-17,1632.83,USD,GROUND
INV-PKYFSUV,C98399,12-Jun-2024,10603.37,USD,FREIGHT
INV-2EI0K00,C73720,12-Jun-2025,9575.68,USD,2DAY
INV-M6P29AF,C33266,12-Dec-2024,4906.98,USD,GROUND
INV-1RA3SG1,C24911,10/18/2024,3434.79,USD,GROUND
INV-6JTJEIY,C77577,2025/10/02,7126.9,USD,2DAY
INV-IYEOOMM,C64279,2025-09-21,5838.08,USD,EXPRESS
INV-L5ANZE9,C77726,2024/11/10,5051.2,USD,2DAY
INV-U5ZLME6,C72495,2025/06/12,7075.01,USD,EXPRESS
INV-D6G16N1,C16655,"Jun 01, 2024",15443.13,USD,EXPRESS
INV-K63Z5B7,C14637,2025-10-14,4861.86,USD,GROUND
INV-E1OP3S5,C78191,22-Mar-2025,1843.22,USD,GROUND
INV-RVUG3XM,C78191,2025-08-23,6550.0,USD,2DAY
INV-52VHXPC,C56067,2025/12/09,4846.0,USD,GROUND
INV-G04TYI8,C25055,26-Nov-2025,4081.79,USD,GROUND
INV-PBLC5KT,C03366,2024/02/22,3809.27,USD,GROUND
INV-XQWHBEW,C81739,01/07/2024,2481.82,USD,2DAY
INV-77KGY90,C82971,2024-04-14,28110.41,USD,FREIGHT
INV-8POIHV7,C92842,"Jun 11, 2024",4357.67,USD,GROUND
INV-UN6BFNT,C43677,04/27/2025,2244.9,USD,GROUND
INV-U5EKN2S,C64279,08-Jul-2025,2385.9,USD,GROUND
INV-38EMWHF,C25055,2024-12-07,32396.06,USD,FREIGHT
INV-ZXF7HND,C25055,12/15/2025,9447.9,USD,2DAY
INV-AWP43NT,C82971,02/06/2025,16691.95,USD,EXPRESS
INV-1L49DRL,C97785,"Apr 28, 2024",33953.76,USD,FREIGHT
INV-ZJAC3B0,C15978,01/28/2025,5111.79,USD,2DAY
INV-H69N63Q,C08929,19-May-2024,3827.66,USD,GROUND
INV-MSXRDU2,C15499,07/05/2025,30165.2,USD,FREIGHT
INV-SL4E46C,C94736,2025/02/10,6651.81,USD,2DAY
INV-L8XU4U5,C29210,2024-10-02,5173.28,USD,EXPRESS
INV-3QLZZ3V,C80551,11-Oct-2024,4738.57,USD,GROUND
INV-M3G97KX,C73720,"Jun 09, 2024",8442.23,USD,2DAY
INV-JBXPGIT,C80551,"Jan 06, 2025",1572.79,USD,GROUND
INV-9VJG0GO,C82971,2025-10-05,9611.09,USD,EXPRESS
INV-56SB8SG,C80551,2025/10/13,3258.53,USD,GROUND
INV-QW3P2HE,C17172,2025-07-17,10189.42,USD,FREIGHT
INV-Y3QYIZZ,C99892,2024/06/25,15940.58,USD,EXPRESS
INV-DGCJVN9,C24911,05/16/2024,3808.77,USD,GROUND
INV-91D4EOA,C14175,2024-03-30,3073.85,USD,GROUND
INV-300AFLF,C14637,2024-01-10,1377.83,USD,GROUND
INV-NWCILGD,C47375,2025/11/21,4973.12,USD,GROUND
INV-YI9BPE3,C10456,2024/06/01,7121.07,USD,EXPRESS
INV-Q12HN7O,C94736,2024/12/17,4551.51,USD,GROUND
INV-U807LMN,C25055,2025-01-05,4584.67,USD,2DAY
INV-5YEMKYY,C14175,2024-09-25,2528.3,USD,GROUND
INV-ZWL09C2,C17754,2024/09/17,4797.61,USD,GROUND
INV-PSUXDGC,C86178,"Aug 02, 2024",16223.99,USD,EXPRESS
INV-N9S75LS,C99808,31-Aug-2025,1505.84,USD,GROUND
INV-VNLL7G3,C15499,02/03/2025,3344.62,USD,GROUND
INV-1NYJXUZ,C83350,2024-09-10,3583.66,USD,GROUND
INV-I7K84AK,C28306,07/21/2025,2556.1,USD,GROUND
INV-TWYYXSV,C78191,"Jul 19, 2025",3959.95,USD,GROUND
INV-8AKHCB9,C03366,03/27/2024,3875.48,USD,GROUND
INV-0EA6OMU,C77577,2024/08/20,2435.88,USD,GROUND
INV-J12MF4O,C81739,2025-06-19,1568.43,USD,GROUND
INV-9FRA3D1,C60889,2025/04/08,3818.54,USD,GROUND
INV-MVO5PO8,C82971,2025-03-12,19234.35,USD,EXPRESS
INV-AMXAHLF,C94736,2024-01-23,3567.76,USD,GROUND
INV-JIVBQAI,C14175,2024/10/18,2470.74,USD,GROUND
INV-2UM7QL1,C84879,"May 12, 2024",10219.12,USD,EXPRESS
INV-P4FSRWW,C57382,06/16/2024,7965.32,USD,2DAY
INV-XW3CGD2,C83948,2025-03-11,6245.2,USD,EXPRESS
INV-2FICXD5,C16655,2024/06/03,2611.84,USD,GROUND
INV-NLR4AB2,C15978,09/04/2025,19945.71,USD,EXPRESS
INV-U8Y4AHN,C17172,2024/08/26,3987.81,USD,GROUND
INV-8T6C672,C80551,2024-07-24,11311.81,USD,EXPRESS
INV-3X2PYOD,C99808,10-Oct-2024,6935.21,USD,EXPRESS
INV-DA4FEXI,C28306,2025-07-22,28270.45,USD,FREIGHT
INV-YX5YVEU,C56067,10-Sep-2024,3127.58,USD,2DAY
INV-9LXGM24,C72495,"Aug 23, 2025",4137.76,USD,GROUND
INV-EX853PF,C73720,08/22/2025,12654.1,USD,EXPRESS
INV-1NFDMPE,C82971,2024/08/06,8471.84,USD,2DAY
INV-YEFZHZ1,C47375,11/07/2024,3879.11,USD,GROUND
INV-ARUUUH8,C11386,22-Feb-2025,17550.97,USD,EXPRESS
INV-MNSPGJZ,C16655,01-Jul-2024,3525.77,USD,GROUND
INV-CQSA33U,C11386,"Sep 22, 2025",13726.85,USD,EXPRESS
INV-2J4KTK0,C82971,08/16/2024,4303.12,USD,GROUND
INV-UVXKEI3,C14175,2025/09/13,6706.91,USD,2DAY
INV-6R35K49,C57382,2024/08/17,4463.35,USD,2DAY
INV-CR0E5OV,C25055,2025/08/23,1440.88,USD,GROUND
INV-7YRRR2O,C83350,"Aug 29, 2024",1499.95,USD,GROUND
INV-9X6IFO6,C83350,"Jun 26, 2025",4519.23,USD,GROUND
INV-Q0XRQSA,C24911,09/19/2025,37673.34,USD,FREIGHT
INV-7YCE2D2,C03366,2025/04/05,16908.13,USD,EXPRESS
INV-MGLH7MS,C86178,2024-07-20,1576.2,USD,GROUND
INV-RBKN14V,C35443,2025/04/15,6565.26,USD,2DAY
INV-ZKH5ZP0,C64279,03/21/2025,4120.47,USD,GROUND
INV-54YDIB3,C20405,2024/01/28,1425.86,USD,GROUND
INV-2VGCMHM,C56067,2024/11/23,2980.69,USD,GROUND
INV-DWDE9Z5,C91097,06/24/2025,2908.96,USD,GROUND
INV-SXC3EXT,C77577,09/28/2024,12173.31,USD,FREIGHT
INV-W8SYAK9,C93089,10-Feb-2025,5397.65,USD,EXPRESS
INV-2518P6J,C17754,2024-12-31,4910.4,USD,GROUND
INV-XB1KEBP,C60889,"Sep 07, 2025",2373.07,USD,GROUND
INV-58NRQHF,C97125,2025-04-09,1276.11,USD,GROUND
INV-9N8YSEB,C97785,2024/09/27,9557.26,USD,2DAY
INV-Z24LHNU,C16655,23-Oct-2024,3858.63,USD,2DAY
INV-SE4I3BI,C22659,2025/02/08,2534.45,USD,GROUND
INV-8G6GAE9,C11386,2024-01-07,5043.99,USD,2DAY
INV-JAORAJM,C63250,"Jan 06, 2025",23864.16,USD,FREIGHT
INV-B9E2SSR,C25055,14-Jan-2024,10952.33,USD,EXPRESS
INV-324WZ48,C81739,02-Jun-2024,4016.51,USD,GROUND
INV-8316HAE,C98399,"Feb 11, 2024",5181.58,USD,2DAY
INV-0CVADLG,C97125,2025/10/24,1495.91,USD,GROUND
INV-NO24CX3,C34523,01/23/2025,11439.13,USD,EXPRESS
INV-WY6Z6KJ,C16180,"Apr 05, 2025",1272.97,USD,GROUND
INV-SL3VJL5,C17754,06/28/2025,2058.95,USD,GROUND
INV-C3LJ7J1,C82971,2024/11/19,4438.1,USD,GROUND
INV-WSQ6GQC,C17172,09/09/2025,1204.11,USD,GROUND
INV-VQG1S1T,C94929,12-Mar-2024,15649.2,USD,EXPRESS
INV-5JTQ83P,C77726,2024/01/03,2024.25,USD,GROUND
INV-KJX8QEW,C94736,"Feb 08, 2025",3756.53,USD,GROUND
INV-O3S0BSP,C77726,2025-10-08,2414.33,USD,GROUND
INV-LVTWWJR,C94929,23-May-2024,3762.35,USD,GROUND
INV-58DOGZ9,C20405,26-Apr-2025,2471.64,USD,2DAY
INV-2CMV43K,C86029,07/10/2025,5462.7,USD,2DAY
INV-AWY8WH9,C98399,2025-06-03,3094.11,USD,GROUND
INV-NYLOP7B,C86178,2024/12/11,3224.46,USD,GROUND
INV-UKMUEVT,C82971,11/28/2025,17011.55,USD,EXPRESS
INV-HPDCNQW,C15978,07-Dec-2025,2977.06,USD,GROUND
INV-CDIHZCM,C43677,15-Nov-2024,10739.54,USD,EXPRESS
INV-FFW3RNF,C99808,2024/12/25,24232.67,USD,FREIGHT
INV-FSGFGFX,C34523,05/20/2024,3434.66,USD,GROUND
INV-AF61RD9,C99808,2025-05-29,11045.98,USD,EXPRESS
INV-WYC5O41,C77577,05-Jun-2025,1960.29,USD,GROUND
INV-JA9NBGK,C11386,"Sep 13, 2024",2076.1,USD,GROUND
INV-4YYXTUG,C82971,25-Dec-2024,19782.24,USD,EXPRESS
INV-PE7WYRM,C56067,"May 14, 2025",1575.19,USD,GROUND
INV-ZTS1DC3,C28306,01/16/2025,4967.81,USD,GROUND
INV-EZ56X29,C16655,2025-01-05,8321.66,USD,EXPRESS
INV-1ZQW16Z,C81739,06/16/2024,4353.95,USD,GROUND
INV-TX7RRGF,C10456,2024-08-29,3480.8,USD,GROUND
INV-7MPE1R3,C14637,12/14/2025,46444.41,USD,FREIGHT
INV-WIHJHZ8,C63096,2025-04-17,9285.92,USD,EXPRESS
INV-NVLAIZK,C99892,02/22/2025,3425.21,USD,GROUND
INV-IG9OBUE,C17754,12/10/2025,2979.58,USD,GROUND
INV-ZVZGL80,C83350,03/16/2024,39504.3,USD,FREIGHT
INV-FJO4S23,C84879,02/11/2024,6814.27,USD,EXPRESS
INV-UNXKDUN,C51553,"Oct 24, 2025",2587.0,USD,GROUND
INV-KH2EKLX,C83350,"Jan 29, 2025",16952.43,USD,EXPRESS
INV-WKNBJ5Q,C16655,"Dec 17, 2025",3582.61,USD,GROUND
INV-Z4S4WEC,C98399,2025/12/04,10136.18,USD,EXPRESS
INV-28CER7C,C92842,2025/04/07,46884.2,USD,FREIGHT
INV-PNGTPPM,C98672,"Mar 15, 2025",7679.62,USD,2DAY
INV-VE2RRXI,C77726,2024-10-04,8605.83,USD,2DAY
INV-NMXU6SE,C99892,2025-02-03,3775.4,USD,GROUND
INV-79Q0O0C,C21531,"Oct 29, 2024",7640.81,USD,EXPRESS
INV-95WUGS7,C15978,2025-12-29,1134.53,USD,GROUND
INV-ISBOE22,C51553,08/23/2025,3666.43,USD,2DAY
INV-U8O4FUJ,C15978,07/28/2024,19333.93,USD,EXPRESS
INV-OZ8MECK,C70464,12-Sep-2024,4506.19,USD,GROUND
INV-GP7MD08,C22659,2024-02-23,2422.17,USD,GROUND
INV-OBIXRL3,C22659,03/19/2024,6143.32,USD,EXPRESS
INV-HCK947H,C17172,2025-08-02,2636.8,USD,GROUND
INV-DR0SRT5,C98672,2024/11/13,4652.86,USD,GROUND
INV-OD22H7N,C93089,2024/04/08,4485.77,USD,GROUND
INV-SZJGUHM,C20405,2024-01-01,2881.67,USD,GROUND
INV-Z4MY6TV,C98399,13-Jan-2024,7930.69,USD,2DAY
INV-HMPBIHH,C83948,11/06/2025,7860.69,USD,EXPRESS
INV-MCMS2F5,C97125,10/20/2025,3066.51,USD,GROUND
INV-4TJGV9T,C99892,01-Sep-2025,4020.71,USD,GROUND
INV-CZVIYSH,C84879,02/17/2025,4744.78,USD,GROUND
INV-F4702RY,C99808,01/04/2024,4030.21,USD,GROUND
INV-4LW1YM3,C98399,"Feb 24, 2025",2415.52,USD,GROUND
INV-7CDDJJS,C82971,"May 02, 2025",17180.88,USD,EXPRESS
INV-QS0SMXQ,C29210,17-Jan-2024,2825.64,USD,GROUND
INV-CWQZTAD,C83948,2025/08/21,8227.86,USD,EXPRESS
INV-D3W7L7P,C35443,11/02/2024,2948.31,USD,GROUND
INV-RKKVKCR,C87356,2025/06/11,13002.55,USD,EXPRESS
INV-LQ5Q23E,C16655,04/11/2024,4615.11,USD,GROUND
INV-6FHDB2O,C51553,2024/12/23,21455.51,USD,FREIGHT
INV-IQR9Q74,C98399,2024/12/04,3721.3,USD,GROUND
INV-R8G1CD1,C92842,06/25/2024,2033.59,USD,GROUND
INV-QYL8HEF,C33266,"Jun 20, 2024",1549.13,USD,GROUND
INV-3ZJ51D5,C24911,2025-11-20,3578.28,USD,GROUND
INV-K89E4SH,C25055,2025/09/24,5651.03,USD,EXPRESS
INV-85ESEW1,C33266,05/10/2025,2828.02,USD,GROUND
INV-IZM57EC,C86029,2025/06/13,1940.08,USD,GROUND
INV-APD20HN,C33266,2025-11-08,6142.41,USD,2DAY
INV-78MI5R3,C94929,22-May-2024,19863.95,USD,FREIGHT
INV-HS77OMO,C99808,"Jan 17, 2024",2814.4,USD,GROUND
INV-TJKMLEB,C11386,2024/08/25,3890.5,USD,GROUND
INV-K331L7H,C83350,07-May-2024,1493.21,USD,GROUND
INV-NIDXXTJ,C64279,16-Nov-2025,2238.56,USD,GROUND
INV-8JF969H,C87356,02/29/2024,15707.96,USD,EXPRESS
INV-P0VWK5V,C77726,02-Jan-2024,19597.86,USD,EXPRESS
INV-YCXU6AK,C78191,"Jan 26, 2024",18927.14,USD,EXPRESS
INV-KOKILHM,C94929,28-Feb-2025,3801.47,USD,2DAY
INV-F1ZJW6N,C94736,2025-09-23,4749.33,USD,GROUND
INV-9IQ6Q7E,C72495,05/06/2024,9675.63,USD,2DAY
INV-2YUJ72L,C15978,2025/01/31,2392.05,USD,2DAY
INV-XPIABSG,C33266,"Oct 16, 2025",13350.79,USD,EXPRESS
INV-D6XNUFX,C91097,2024/09/13,4523.37,USD,2DAY
INV-SDFXYXA,C91097,2024/11/13,2400.36,USD,GROUND
INV-GPCSVMO,C86029,03/27/2025,23789.85,USD,FREIGHT
INV-3ZZDOZC,C93089,2025-08-06,8452.16,USD,2DAY
INV-6V454IO,C84879,03-Oct-2025,9345.46,USD,2DAY
INV-GPLAVN5,C78191,2024-05-20,3822.65,USD,GROUND
INV-8WVG9R9,C86029,"Sep 26, 2025",5033.46,USD,2DAY
INV-1MWD641,C22659,2024/08/13,1666.93,USD,GROUND
INV-4IQUN9M,C51553,2024-03-06,1255.13,USD,GROUND
INV-TT34547,C11386,2024/02/07,8777.12,USD,2DAY
INV-E294VRY,C03366,2025-09-24,2281.04,USD,GROUND
INV-4HJ126U,C24911,02/04/2024,2273.69,USD,GROUND
INV-S1PHN81,C60889,15-Sep-2024,38879.12,USD,FREIGHT
INV-UFYL91P,C94736,21-Mar-2024,8181.5,USD,2DAY
INV-S6R3M87,C87356,2025-08-17,1020.58,USD,GROUND
INV-JAVI2G1,C43677,2025/05/14,4386.33,USD,GROUND
INV-EGQ65AM,C99808,2024/01/18,4304.38,USD,GROUND
INV-JOCO23M,C33266,2025-11-30,1043.64,USD,GROUND
INV-TAEJ9RE,C51553,"Mar 21, 2025",8159.48,USD,EXPRESS
INV-BZ44FJH,C77726,09/02/2025,8838.14,USD,EXPRESS
INV-MHQ7Z1S,C34523,2025-04-29,8742.62,USD,2DAY
INV-ALKJA4C,C14637,2024-06-12,2159.81,USD,2DAY
INV-03OWJBA,C91097,2024-07-13,18213.49,USD,EXPRESS
